Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
The statement from Prigozhin, a millionaire who has close links to Russian President Vladimir Putin and was dubbed "Putin's chef" for his lucrative Kremlin catering contracts, marked a recognition of the difficulties that the Kremlin has faced in the campaign, which it initially expected to wrap up within weeks when Russian troops invaded Ukraine on Feb. 24.	Die Erklärung von Prigozhin, einem Millionär, der enge Beziehungen zum russischen Präsidenten Wladimir Putin unterhält und wegen seiner lukrativen Catering-Verträge im Kreml als „Putins Koch“ bezeichnet wurde, markierte eine Anerkennung der Schwierigkeiten, mit denen der Kreml bei der Kampagne konfrontiert war. Ursprünglich erwartete er, dass sie innerhalb von Wochen nach dem Einmarsch russischer Truppen in die Ukraine am 24. Februar abgeschlossen sein würde.	yes
Russia suffered a series of humiliating setbacks in the fall when the Ukrainian military launched successful counteroffensives to reclaim broad swaths of territory in the east and the south. The Kremlin has avoided making forecasts on how long the fighting could continue, saying that what it called the "special military operation" will continue until its goals are fulfilled. The Russian forces have focused on Ukraine's Luhansk and Donetsk provinces that make up the Donbas region where Moscow-backed separatists have been fighting Ukrainian forces since 2014.	Russland erlitt im Herbst eine Reihe erniedrigender Rückschläge, als das ukrainische Militär erfolgreiche Gegenoffensiven startete, um weite Landstriche im Osten und Süden zurückzuerobern. Der Kreml hat es vermieden, Prognosen darüber zu machen, wie lange die Kämpfe andauern könnten, und erklärt, dass die von ihm so genannte „Sondermilitäroperation“ so lange fortgesetzt wird, bis ihre Ziele erfüllt sind. Die russischen Streitkräfte konzentrieren sich auf die ukrainischen Provinzen Luhansk und Donezk, die die Donbass-Region bilden, wo seit 2014 von Moskau unterstützte Separatisten gegen ukrainische Streitkräfte kämpfen.	yes
Prigozhin said that the Wagner Group mercenaries were continuing fierce battles for control of the Ukrainian stronghold of Bakhmut in the Donetsk region. He acknowledged that the Ukrainian troops were mounting fierce resistance. As Russian troops have pushed their attacks in the Donbas, Moscow has also sought to demoralize Ukrainians by leaving them without heat and water in the bitter winter.	Prigozhin sagte, die Söldner der Wagner-Gruppe setzten die erbitterten Kämpfe um die Kontrolle über die ukrainische Hochburg Bakhmut in der Region Donezk fort. Er räumte ein, dass die ukrainischen Truppen erbitterten Widerstand leisteten. Während die russischen Truppen ihre Angriffe im Donbass forciert haben, hat Moskau auch versucht, die Ukrainer zu demoralisieren, indem es sie im bitteren Winter ohne Wärme und Wasser lässt.	yes
On Friday, Russia launched the 14th round of massive strikes on Ukrainian energy facilities and other vital infrastructure. High-voltage infrastructure facilities were hit in the eastern, western and southern regions, resulting in power outages in some areas. Ukraine's energy company, Ukrenergo, said Saturday that the situation was "difficult but controllable," adding that involved backups to keep up power supplies but noting that power rationing will continue in some areas. Ukraine's military chief, Gen. Valerii Zaluzhnyi, said that Russian forces launched 71 cruise missiles, 35 S-300 missiles and seven Shahed drones between late Thursday and midday Friday, adding that Ukrainian air defenses downed 61 cruise missiles and five drones.	Am Freitag startete Russland die 14. Runde massiver Angriffe auf ukrainische Energieeinrichtungen und andere lebenswichtige Infrastrukturen. Hochspannungs-Infrastruktureinrichtungen im Osten, Westen und Süden wurden getroffen, was zu Stromausfällen in einigen Gebieten führte. Das ukrainische Energieunternehmen Ukrenergo erklärte am Samstag, die Situation sei „schwierig, aber kontrollierbar“, und fügte hinzu, dass es Backups zur Aufrechterhaltung der Stromversorgung gebe, aber in einigen Gebieten werde die Stromrationierung fortgesetzt. Der Militärchef der Ukraine, General Walerii Saluzhnyi, sagte, die russischen Streitkräfte hätten zwischen dem späten Donnerstag und Freitagmittag 71 Marschflugkörper, 35 S-300-Raketen und sieben Shahed-Drohnen abgefeuert. Er fügte hinzu, die ukrainische Luftabwehr habe 61 Marschflugkörper und fünf Drohnen abgeschossen.	no
The Ukrainian authorities reported more attacks by killer drones later on Friday. The Ukrainian air force said the military downed 20 Shahed drones in the evening. Late Friday, Russian military bloggers and some Ukrainian news outlets posted a video showing an attack by a sea drone on a strategic railway bridge in the Odesa region. The grainy video showed a fast-moving object approaching the bridge in Zatoka, about 50 kilometers (30 miles) southwest of Odesa, and exploding in a powerful blast. The authenticity of the video couldn't be verified. The Ukrainian military hasn't commented on the attack, and Serhii Bratchuk, a spokesman for the regional administration, wouldn't confirm the drone attack when he spoke in televised remarks on Saturday. The bridge, which was targeted by Russian missile strikes early in the war, serves the railway link to Romania, which is a key conduit for Western arms supplies.	Die ukrainischen Behörden berichteten am Freitag von weiteren Angriffen durch Killerdrohnen. Die ukrainische Luftwaffe sagte, das Militär habe am Abend 20 Shahed-Drohnen abgeschossen. Am Freitag veröffentlichten russische Militärblogger und einige ukrainische Nachrichtenagenturen ein Video, das einen Angriff einer Seedrohne auf eine strategische Eisenbahnbrücke in der Region Odessa zeigt. Das körnige Video zeigte ein sich schnell bewegendes Objekt, das sich der Brücke in Zatoka, etwa 50 Kilometer südwestlich von Odesa, näherte und in einer gewaltigen Explosion explodierte. Die Echtheit des Videos konnte nicht bestätigt werden. Das ukrainische Militär hat sich nicht zu dem Angriff geäußert und Serhii Brattschuk, ein Sprecher der Regionalverwaltung, wollte den Drohnenangriff in seinen Fernsehbeiträgen am Samstag nicht bestätigen. Die Brücke, die zu Beginn des Krieges Ziel russischer Raketenangriffe war, dient der Eisenbahnverbindung nach Rumänien, einem wichtigen Kanal für westliche Waffenlieferungen.	no
Kazakh rescuers pull out 7 survivors and bodies of 19 deceased in Türkiye: 11 February 2023, 12:15	Kasachische Rettungskräfte bergen 7 Überlebende und Leichen von 19 Toten in Türkiye: 11. Februar 2023, 12:15 Uhr	yes
GAZIANTEP.KAZINFORM - Kazakh rescuers continue digging through the rubble searching for survivors in Türkiye, Kazinform cites the press service of the Kazakh Emergency Situations Ministry. The work of the rescuers is hampered by large amounts of debris and unstable constructions. As of now, the Kazakhstani rescue team pulled out seven quake survivors and the bodies of 19 people, including one kid, in Türkiye. First medical aid is also provided on a round-the-clock basis. Notably, a 7.7 magnitude quake that devastated parts of southeast Türkiye and northern Syria hit early Monday. As of today, the death toll from massive quakes hit the southeast of Türkiye exceeded 20,000.	GAZIANTEP.KAZINFORM - Die kasachischen Rettungskräfte graben weiter in den Trümmern und suchen nach Überlebenden, zitiert Kazinform den Pressedienst des kasachischen Ministeriums für Notsituationen. Die Arbeit der Rettungskräfte wird durch große Trümmermengen und instabile Konstruktionen behindert. Bis jetzt hat das kasachische Rettungsteam sieben Überlebende des Bebens und die Leichen von 19 Menschen, darunter ein Kind, in Türkiye geborgen. Auch medizinische Erste Hilfe wird rund um die Uhr geleistet. Besonders bemerkenswert war das Beben der Stärke 7,7, das Teile des Südostens von Türkiye und Nordsyrien verwüstete. Bis heute belief sich die Zahl der Todesopfer durch massive Erdbeben im Südosten von Türkiye auf über 20.000.	yes
Asian Championships is to give new impetus to development of athletics	Asian Championships soll neue Impulse für die Entwicklung der Leichtathletik geben	yes
ASTANA.KAZINFORM - Opening ceremony of the 10th Asian Athletics Indoor Championships took place on Friday at Qazaqstan sports center in Astana. Attending the event was Kazakh Prime Minister Alikhan Smailov, Kazinform cites the press service of the Kazakh Prime Minister. Opening the event, the Head of the Kazakh government read out the welcome letter of President Kassym-Jomart Tokayev. "Sport knows no bounds. It strengthens friendship and brings together nations and countries. Special attention is attached to sports in Kazakhstan. There are all conditions for doing professional and mass sports in our country.	ASTANA.KAZINFORM - Die Eröffnungszeremonie der 10. asiatischen Leichtathletik-Hallenmeisterschaften fand am Freitag im Sportzentrum von Qazaqstan in Astana statt. An der Veranstaltung nahm der kasachische Ministerpräsident Alikhan Smailov teil, zitiert Kazinform den Pressedienst des kasachischen Ministerpräsidenten. Bei der Eröffnung der Veranstaltung verlas der kasachische Regierungschef das Begrüßungsschreiben von Präsident Kassym-Jomart Tokajew. „Sport kennt keine Grenzen. Er stärkt die Freundschaft und bringt Nationen und Länder zusammen. Dem Sport wird in Kasachstan besondere Aufmerksamkeit geschenkt. In unserem Land sind alle Voraussetzungen für den Profi- und Breitensport gegeben.	yes
Great attention is placed on the development of sports infrastructure. Clear evidence of that is this athletics complex seating over six thousand people," reads the Kazakh President's letter. Kazakhstani athletes successfully compete and represent Kazakhstan at major world competitions. They are an example to the growing generation and inspire the youth for great victories, Tokayev noted. He expressed confidence that the holding of the Asian Championships in Astana will give a new impetus to the development of athletics in the country, pledging for greater cooperation with international organizations in the sphere.	Große Aufmerksamkeit wird der Entwicklung der Sportinfrastruktur gewidmet. Ein klarer Beweis dafür ist der Leichtathletikkomplex mit mehr als sechstausend Sitzplätzen“, heißt es in dem Schreiben des kasachischen Präsidenten. Kasachische Athleten nehmen erfolgreich an Wettkämpfen teil und repräsentieren Kasachstan bei wichtigen Weltwettkämpfen. Sie sind ein Vorbild für die heranwachsende Generation und inspirieren die Jugend zu großen Siegen, sagte Tokajew. Er zeigte sich zuversichtlich, dass die Austragung der asiatischen Meisterschaften in Astana der Entwicklung der Leichtathletik des Landes neue Impulse verleihen wird, und versprach eine engere Zusammenarbeit mit den internationalen Organisationen in diesem Bereich.	yes
Kazakh Prime minister Smailov expressed special gratitude to the President of the Asian Athletics Association Dahlan al-Hamad for his assistance in preparing for and holding the championships. The Asian Athletics Indoor Championships take place for the first time in the CIS territory. The tournament brought together over 500 athletes from 31 countries who are to compete in race, relay race, long jump, high jump, triple jump, pole vault, shot put, and all-around event. The tournament is to run through February 12. Earlier it was reported Kazakhstani runner Caroline Chepkoech Kipkirui won the women's 3,000m gold, and Olga Safronova claimed the women's 60m silver at the tournament.	Der kasachische Ministerpräsident Smailov sprach dem Präsidenten des Asiatischen Leichtathletik-Verbandes Dahlan al-Hamad für seine Unterstützung bei der Vorbereitung und Durchführung der Weltmeisterschaften seinen besonderen Dank aus. Die Asiatischen Leichtathletik-Hallenmeisterschaften finden zum ersten Mal auf dem Gebiet der GUS statt. Das Turnier brachte über 500 Athleten aus 31 Ländern zusammen, die an Rennen, Staffellauf, Weitsprung, Hochsprung, Dreifachsprung, Stabhochsprung, Kugelstoßen und Mehrkampf teilnehmen. Das Turnier wird bis zum 12. Februar laufen. Zuvor wurde berichtet, dass die kasachische Läuferin Caroline Chepkoech Kipkirui über 3.000 Meter Gold bei den Frauen gewann, und Olga Safronova über 60 Meter Silber bei den Frauen.	no
Yellowstone' actor Q'orianka Kilcher beats fraud charges	Yellowstone-Schauspieler Q'orianka Kilcher erhebt Betrugsvorwürfe	yes
Attorney Camille Vasquez, who represented Johnny Depp in last year's blockbuster defamation trial, has scored another legal victory - this time with "Yellowstone" actor Q'orianka Kilcher. On Friday, the Los Angeles County district attorney's office cleared Kilcher, 32, of all charges in a workers" compensation fraud case. In a statement shared Friday with The Times, a spokesperson for the Los Angeles County district attorney said the court "determined that Ms. Kilcher did not commit insurance fraud and advised the court that we were unable to proceed."	Die Rechtsanwältin Camille Vasquez, die Johnny Depp im letztjährigen Blockbuster-Verleumdungsprozess vertrat, hat einen weiteren juristischen Sieg errungen - diesmal mit dem „Yellowstone“-Schauspieler Q'orianka Kilcher. Am Freitag hat die Staatsanwaltschaft des Bezirks Los Angeles den 32-jährigen Kilcher von allen Anklagepunkten in einem Fall von Lohnbetrug freigesprochen. In einer Erklärung, die am Freitag mit der Times geteilt wurde, sagte ein Sprecher des Bezirksstaatsanwalts von Los Angeles, das Gericht habe „entschieden, dass Frau Kilcher keinen Versicherungsbetrug begangen hat und dem Gericht mitgeteilt, dass wir nicht in der Lage sind, weiterzumachen.“	yes
In July 2022, California officials charged Kilcher with two felony counts of workers" compensation fraud, accusing her of illegally collecting more than $96,000 in disability benefits between October 2019 and September 2021. The time frame also includes several months when Kilcher worked on "Yellowstone," despite the actor's claims that she was too injured to work. Kilcher self-surrendered and was arraigned in May.	Im Juli 2022 klagten kalifornische Beamte Kilcher wegen zwei Straftaten des Lohnbetrugs für Arbeitnehmer an und beschuldigten sie, zwischen Oktober 2019 und September 2021 illegal mehr als 96.000 US-Dollar an Erwerbsunfähigkeitsleistungen kassiert zu haben. Der Zeitrahmen umfasst auch mehrere Monate, in denen Kilcher an „Yellowstone“ arbeitete, obwohl die Schauspielerin behauptet, sie sei zu verletzt, um zu arbeiten. Kilcher stellte sich und wurde im Mai angeklagt.	yes
"Today, I am beyond grateful that my case has been dismissed - tomorrow my journey begins to help raise awareness and demand more transparency for worker's rights within the workers comp system" Kilcher said Friday in a statement shared with The Times. She added that she "look[s] forward to shedding more light on this experience and continuing to do the work I love." Kilcher also thanked Vasquez and her fellow Brown Rudnick attorney Steve Cook for "their steadfast belief in my innocence."	„Heute bin ich mehr als dankbar, dass mein Fall abgewiesen wurde - morgen beginnt mein Weg, das Bewusstsein zu schärfen und mehr Transparenz für die Rechte der Arbeitnehmer innerhalb des Arbeitnehmervertrags-Systems zu fordern“, sagte Kilcher am Freitag in einer Erklärung, die mit der Times geteilt wurde. Sie fügte hinzu, dass sie „sich darauf freue, mehr Licht auf diese Erfahrung zu werfen und weiterhin die Arbeit zu tun, die ich liebe.“ Kilcher dankte auch Vasquez und ihrem Anwaltskollegen Steve Cook von Brown Rudnick für „ihren standhaften Glauben an meine Unschuld“.	yes
According to TMZ, Kilcher hired the two in September. Kilcher broke out with Terrence Malick's 2002 movie "The New World," where she portrayed Pocahontas. Her credits also include "Sons of Anarchy," "The Alienist" and "Dora and the Lost City of Gold." She most recently appeared in the road-trip film "Dog," starring Channing Tatum.	Laut TMZ stellte Kilcher die beiden im September ein. Kilcher brach mit Terrence Malicks Film „The New World“ aus dem Jahr 2002 durch, in dem sie Pocahontas verkörperte. Zu ihren Auftritten zählen auch „Sons of Anarchy“, „The Alienist“ und „Dora and the Lost City of Gold“. Zuletzt spielte sie in dem Roadtrip-Film „Dog“ mit Channing Tatum in der Hauptrolle.	no
Balenciaga boss calls holiday campaign 'stupid mistake'	Balenciaga Chef nennt Urlaub Kampagne „dummen Fehler“	yes
Luxury clothing brand Balenciaga is still reeling from the backlash over two of its recent ad campaigns. Months after the fashion house came under heat for promotional images that critics said sexualized children, Balenciaga artistic director Demna (full name Demna Gvasalia) said he's still sorry for the images in an interview with Vogue published Friday. "I want to personally apologize for the wrong artistic choice of concept for the gifting campaign with the kids and I take my responsibility," he told Vogue, echoing a previous statement he posted to social media in December.	Die Luxusbekleidungsmarke Balenciaga leidet immer noch unter den Reaktionen auf zwei ihrer jüngsten Werbekampagnen. Monate nachdem das Modehaus wegen Werbefilmen, die angeblich Kinder sexualisierten, in die Kritik geraten war, sagte Balenciagas künstlerischer Leiter Demna (vollständiger Name Demna Gvasalia) in einem am Freitag veröffentlichten Interview mit der Vogue, dass ihm die Bilder immer noch leid tun. „Ich möchte mich persönlich für die falsche künstlerische Konzeptwahl für die Spendenaktion mit den Kindern entschuldigen und übernehme meine Verantwortung“, sagte er der Vogue und wiederholte damit eine frühere Erklärung, die er im Dezember in den sozialen Medien veröffentlicht hatte.	yes
In November, the brand shared photos for its "The Gift" collection, which featured child models posing with teddy bears that were dressed in bondage attire. Shortly after, Balenciaga dropped photos for its spring 2023 campaign that featured a page from a 2008 Supreme Court case involving "virtual child pornography" in the background. Parents, including reality TV star and longtime Balenciaga fan - and brand partner - Kim Kardashian, spoke out against the brand and its "disturbing images" on social media. Days later, Balenciaga released a statement apologizing for the photos and outlining the changes it would implement to avoid similar "mistakes" in the future. "This experience has forced me to reevaluate a lot of things in the way I, we, work, in the way we create and communicate images, the way we interact with our audiences, and the way we learn from our mistakes and move forward," Demna told Vogue.	Im November teilte die Marke Fotos für ihre „The Gift“-Kollektion, auf der Kindermodelle mit Teddybären in Bondagekleidung posierten. Kurz darauf veröffentlichte Balenciaga Fotos für ihre Frühjahrskampagne 2023, auf denen eine Seite aus einem Fall des Obersten Gerichtshofs von 2008 zu sehen war, in dem es um „virtuelle Kinderpornografie“ ging. Eltern, darunter der Reality-TV-Star und langjährige Balenciaga-Fan - und Markenpartner - Kim Kardashian, sprachen sich in den sozialen Medien gegen die Marke und ihre „verstörenden Bilder“ aus. Tage später entschuldigte sich Balenciaga in einer Erklärung für die Fotos und erläuterte die Änderungen, die Balenciaga vornehmen würde, um ähnliche „Fehler“ in Zukunft zu vermeiden. „Diese Erfahrung hat mich gezwungen, viele Dinge neu zu bewerten, wie ich und wir arbeiten, wie wir Bilder erstellen und kommunizieren, wie wir mit unseren Zuschauern interagieren und wie wir aus unseren Fehlern lernen und vorankommen“, so Demna gegenüber der Vogue.	yes
He detailed the postbacklash changes at Balenciaga: "restructuring the image department," conducting more internal and external checks for campaign imagery, and partnering with the National Children's Alliance to help "thousands of kids in the process of overcoming trauma and dealing with their mental health." "It's the one thing that makes me happy about this whole horrible situation: to do something good out of it," he said of that partnership, which was announced Wednesday.	Er erläuterte die Veränderungen nach dem Rückschlag bei Balenciaga: „Umstrukturierung der Bildabteilung“, mehr interne und externe Kontrollen für Kampagnenbilder und die Zusammenarbeit mit der National Children's Alliance, um „Tausenden von Kindern bei der Trauma-Überwindung und beim Umgang mit ihrer psychischen Gesundheit“ zu helfen. „Es ist das Einzige, was mich an dieser schrecklichen Situation glücklich macht: etwas Gutes daraus zu machen“, sagte er über die Partnerschaft, die am Mittwoch bekannt gegeben wurde.	yes
Also teaming up with the NCA is Balenciaga's parent company, Kering, which oversees other luxury brands including Saint Laurent and Bottega Veneta. Under the Kering umbrella is Gucci, which faced backlash in December for a campaign featuring Harry Styles that some social media critics alleged also sexualized children. In the interview, Denma said he plans to move away from the brand's "provocative" ways. "This is part of my learning: I will have a more mature and serious approach to everything I release as an idea or an image," he said. "I have decided to go back to my roots in fashion as well as to the roots of Balenciaga, which is making quality clothes - not making image or buzz."	Auch Balenciagas Muttergesellschaft Kering, die andere Luxusmarken wie Saint Laurent und Bottega Veneta beaufsichtigt, arbeitet mit der NCA zusammen. Unter dem Dach von Kering ist Gucci, das im Dezember wegen einer Kampagne mit Harry Styles, die einige Social-Media-Kritiker auch sexualisierte Kinder vorwegnahm. In dem Interview sagte Denma, er plane, sich von der „provokativen“ Art der Marke zu verabschieden. „Das ist Teil meines Lernens: Ich werde eine reifere und ernsthaftere Herangehensweise an alles haben, was ich als Idee oder Image veröffentliche“, sagte er. „Ich habe beschlossen, zu meinen Wurzeln in der Mode zurückzukehren und zu den Wurzeln von Balenciaga zurückzukehren, die Qualitätskleidung herstellt - keine Image- oder Summenproduktion.“	no
Speaking of the brand's origins, elsewhere in the interview Demna said one of the most "painful" parts of the backlash was tarnishing "the name of Balenciaga and the legacy of Cristóbal Balenciaga." "Balenciaga is a house that is over one century old and is based on strong and beautiful creative values, and I have been busy doing all in my creative power to bring it to its modern relevance, and suddenly we were under attack and labeled as something we're not at all," Demna said. "We certainly made a huge and stupid mistake with the gifting campaign, and we certainly have learned from it."	In Bezug auf die Ursprünge der Marke sagte Demna an anderer Stelle im Interview, dass einer der „schmerzhaftesten“ Aspekte der Gegenreaktion darin bestünde, „den Namen von Balenciaga und das Vermächtnis von Cristóbal Balenciaga zu beschmutzen“. „Balenciaga ist ein Haus, das über ein Jahrhundert alt ist und auf starken und schönen kreativen Werten basiert, und ich habe alles in meiner kreativen Kraft getan, um es zu seiner modernen Relevanz zu bringen, und plötzlich wurden wir angegriffen und als etwas abgestempelt, das wir gar nicht sind“, sagte Demna. „Wir haben sicherlich einen großen und dummen Fehler mit der Spendenaktion gemacht, und wir haben sicherlich daraus gelernt.“	no
It's Fake News, CBN Debunks Claim It Lacks Capacity To Print More New Naira Notes	Es sind Fake News, CBN entlarvt Behauptung, es fehle an Kapazität, mehr neue Naira Notizen zu drucken	yes
The Central Bank of Nigeria (CBN) has described as misleading, the report that claimed to be quoting CBN govemor, Mr. Godwin Emefiele, as attributing the current challenge in the distribution of the newly redesigned Naira banknotes to a shortage of printing materials at the Nigerian Security Printing and Minting Company Plc. In a statement issued on Saturday, CBN spokesman, Osita Nwasinobi, said at no time did the CBN governor made such statement during his presentation to the National Council of State at its meeting on Friday, February 10, 2023. Mr Nwasinobi said Emefiele only told the meeting that the NSPMC was working on printing all denominations of the Naira to meet the transaction needs of Nigerians. He said while the CBN appreciates the concerns shown by all stakeholders about the distribution of the new Naira notes, "we are alarmed at the extent to which vested interests are attempting to manipulate facts and pitch the public against the Bank." Nwasinobi said the CBN remains committed to performing its monetary policy functions, as stipulated in the CBN Act, 2007 (as amended). "We also wish to restate that the NSPMC has the capacity and enough materials to produce the required indent of the Naira. "The bank, therefore, wishes to appeal to the public to disregard the said report and exercise more restraint, even as we work assiduously to increase the circulation of the new notes in the country," he added.	Die Zentralbank von Nigeria (CBN) hat den Bericht, in dem behauptet wird, CBN-Gouverneur Godwin Emefiele zitiert zu haben, als irreführend bezeichnet, da er die aktuellen Probleme bei der Verteilung der neu gestalteten Naira-Banknoten einem Mangel an Druckmaterial bei der Nigerian Security Printing and Minting Company Plc zuschreibt. In einer Erklärung, die am Samstag veröffentlicht wurde, sagte CBN-Sprecher Osita Nwasinobi, dass der CBN-Gouverneur zu keinem Zeitpunkt eine solche Erklärung während seiner Präsentation vor dem Nationalen Staatsrat bei dessen Sitzung am Freitag, den 10. Februar 2023, abgegeben habe. Herr Nwasinobi sagte, Emefiele habe dem Treffen nur mitgeteilt, dass der NSPMC daran arbeite, alle Naira-Bezeichnungen zu drucken, um die Transaktionsbedürfnisse der Nigerianer zu erfüllen. Während das CBN die Bedenken aller Beteiligten bezüglich der Verteilung der neuen Naira-Banknoten schätze, seien wir alarmiert über das Ausmaß, in dem Partikularinteressen versuchen, Fakten zu manipulieren und die Öffentlichkeit gegen die Bank aufzubringen. Nwasinobi sagte, dass das CBN weiterhin verpflichtet sei, seine geldpolitischen Aufgaben gemäß dem CBN Act von 2007 (in der geänderten Fassung) zu erfüllen. „Wir möchten auch bekräftigen, dass das NSPMC über die Kapazität und genügend Material verfügt, um den erforderlichen Einzug des Naira herzustellen. „Die Bank möchte daher an die Öffentlichkeit appellieren, diesen Bericht zu ignorieren und mehr Zurückhaltung zu üben, auch wenn wir eifrig daran arbeiten, den Umlauf der neuen Banknoten im Land zu erhöhen“, fügte er hinzu.	yes
On a particular voice note trending on the social media alleging that the CBN planned to shut down some banks, particularly in a particular geopolitical region of the country, the CBN said there was no such plan and that the claims were illogical and do not comply with the workings of the Nigerian banking system. "The public is therefore advised to ignore such recordings as they do not represent the policy thrust of the CBN and are only the desperate attempts of persons bent on inciting the public against the Bank," he stated.	Auf eine in den sozialen Medien verbreitete Nachricht, wonach das CBN plane, einige Banken zu schließen, insbesondere in einer bestimmten geopolitischen Region des Landes, erklärte das CBN, es gebe keinen solchen Plan, die Forderungen seien unlogisch und entsprächen nicht der Funktionsweise des nigerianischen Bankensystems. „Der Öffentlichkeit wird daher geraten, solche Aufnahmen zu ignorieren, da sie nicht die politische Stoßrichtung des CBN widerspiegeln und nur die verzweifelten Versuche von Personen sind, die die Öffentlichkeit gegen die Bank aufhetzen“, sagte er.	yes
Tim Sherwood tears into £44m signing Pedro Porro after dismal Tottenham debut	Tim Sherwood reißt sich nach trostlosem Tottenham-Debüt in 44 Millionen Pfund unter Pedro Porro	yes
Porro had an afternoon to forget against Leicester (Picture: Getty)	Porro hatte einen Nachmittag zum Vergessen gegen Leicester (Foto: Getty)	yes
Tim Sherwood tore into Pedro Porro's "absolutely disgusting" defending during Tottenham's 4-1 defeat to Leicester City. Spurs signed the right-back from Sporting CP on transfer deadline day on an initial loan deal for £5million with the obligation to buy this summer for £39million. The 23-year-old was handed his debut by Antonio Conte on Saturday at the King Power Stadium with his side taking the lead after 14 minutes through Rodrigo Bentancur.	Tim Sherwood riss in Pedro Porros „absolut widerlich“ Verteidigung während Tottenhams 4:1-Niederlage gegen Leicester City. Die Spurs unterschrieben den Rechtsverteidiger von Sporting CP am Tag der Transferfrist auf einem ersten Leihgeschäft für £5 Millionen mit der Verpflichtung, diesen Sommer für £39 Millionen zu kaufen. Der 23-Jährige erhielt am Samstag im King Power Stadium sein Debüt von Antonio Conte, der nach 14 Minuten durch Rodrigo Bentancur in Führung ging.	yes
But it turned into an miserable afternoon with Nampalys Mendy, James Maddison and Kelechi Iheanacho all scoring to give Leicester a 3-1 at half-time with Porro enduring a torrid first-half in the Premier League. The Spaniard was at fault again as Leicester thought they had added a fourth through Barnes and while the goal was ruled out for offside, former Spurs manager Sherwood was left shocked by the full-back's defensive efforts. "I don't want to keep picking on the kid but he needs to be relieved of his duties," Sherwood told Soccer Saturday. I'll give him the benefit of the doubt because it is his debut but Pedro Porro is no bad it is unbelievable. His positioning is absolutely disgusting, Barnes and Maddison are destroying him down the left hand side. Daniel Levy was saying this week, they have spent a lot of money, yes they have, but their recruitment has been very poor and this is the latest addition. Let's not make any conclusions at the moment but what I am looking at is a player who does not want to defend.	Aber es wurde ein miserabler Nachmittag mit Nampalys Mendy, James Maddison und Kelechi Iheanacho alle Tore, um Leicester ein 3:1 in der Halbzeit zu bescheren, während Porro eine heiße erste Halbzeit in der Premier League aushalten musste. Der Spanier war an der Schuld wieder als Leicester dachte, sie hätten eine vierte durch Barnes hinzugefügt und während das Tor für Abseits ausgeschlossen wurde, war ehemalige Spurs-Manager Sherwood von der Full-back-Verteidigungsbemühungen schockiert links. „Ich will nicht zu halten Kommissionierung auf dem Kind, aber er muss von seinen Aufgaben entbunden werden“, sagte Sherwood Soccer Samstag. Ich gebe ihm im Zweifelsfall Recht, denn es ist sein Debüt, aber Pedro Porro ist nicht schlecht, es ist unglaublich. Seine Positionierung ist absolut widerlich, Barnes und Maddison machen ihn auf der linken Seite kaputt. Daniel Levy sagte diese Woche, dass sie viel Geld ausgegeben haben, ja, aber ihre Rekrutierung war sehr schlecht, und das ist der jüngste Neuzugang. Lassen Sie uns im Moment keine Schlussfolgerungen ziehen, aber was ich hier sehe, ist ein Spieler, der nicht verteidigen will.	yes
"Antonio Conte has complained about the defending and this player, at the moment is struggling to defend. He is up against very good players in Barnes and Maddison but it is very disappointing." While the goal was ruled out, Leicester restored their 4-1 lead with Barnes on target nine minutes from full-time. Despite beating Manchester City last week, Tottenham missed the chance to move ahead of Newcastle into third place.	„Antonio Conte hat sich über das Verteidigen beschwert und dieser Spieler hat im Moment Mühe zu verteidigen. Er hat es mit sehr guten Spielern von Barnes und Maddison zu tun, aber es ist sehr enttäuschend.“ Während das Tor ausgeschlossen war, stellte Leicester seine 4:1-Führung wieder her, Barnes hatte neun Minuten aus Vollzeit im Ziel. Trotz der Niederlage gegen Manchester City in der vergangenen Woche verpasste Tottenham die Chance, sich vor Newcastle auf den dritten Platz zu schieben.	no
Jack Smith should win any privilege fight over Mike Pence subpoena	Jack Smith sollte jeden Privilegienkampf wegen Mike Pence gewinnen.	yes
The news that special counsel Jack Smith has subpoenaed Mike Pence raises the question: How will Team Trump use the courts to muck up this latest development in the Justice Department's probe? The short answer is that any attempt to scuttle the Pence subpoena on executive privilege grounds should fail. First off, there's a threshold question of whether a former president can even claim the privilege. Recall that Trump tried and failed to block the House Jan. 6 committee from getting White House records.	Die Nachricht, dass Sonderermittler Jack Smith Mike Pence vorgeladen hat, wirft die Frage auf: Wie wird Team Trump die Gerichte nutzen, um diese jüngste Entwicklung in den Ermittlungen des Justizministeriums zu vermasseln? Die kurze Antwort lautet, dass jeder Versuch, die Vorladung Pence aus Gründen des Exekutivprivilegs zu unterlaufen, scheitern sollte. Zunächst einmal gibt es eine Schwellenfrage, ob ein ehemaliger Präsident das Privileg überhaupt beanspruchen kann. Erinnern Sie sich, dass Trump versucht und es nicht geschafft hat, den Ausschuss des Repräsentantenhauses am 6. Januar daran zu hindern, Aufzeichnungen des Weißen Hauses zu erhalten.	yes
