本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。	This document is in accordance with the provisions of GB/T 1.1 a 202 久标准化工作导则第工部分:标准化文件的结构和起草规则起惠。	yes
毒品和暴力之间的关系错综复杂很难确定精神活性物质的使用和暴力之间的所有因果关系。	The relationship between drugs and violence is complex and it is difficult to establish all the causal links between the use of psychoactive substances and violence.	no
全球范围的有限数据表明，迷醉可能是杀人的一个重要因素。	The limited data available globally suggests that intoxication may be an important factor in homicide.	no
但在暴力事件中，酒精的作用似乎比毒品更大。	But alcohol seems to play a bigger role in violence than drugs.	no
虽然吸毒可能会导致犯罪，但在某些情况下，这种联系可以部分归因于多种中介因素，如社会经济劣势以及由个人风险、家庭环境和同龄人影响造成的其他类型的逆境。	While drug use may lead to offending, in some cases the link can be partially attributed to multiple mediating factors, such as socio-economic disadvantage and other types of adversity caused by personal risk, family circumstances and peer influence.	no
贩毒和暴力之间的联系是多方面的。	The links between drug trafficking and violence are manifold.	no
如果已有稳定的犯罪结构，包括国际贩毒在内的大规模有组织犯罪活动有可能在无暴力的情况下实施。	Large-scale organized criminal activities, including international drug trafficking, are likely to be committed without violence if stable criminal structures are in place.	no
短期内，暴力的存在和程度与其说取决于贩运的数量，不如说取决于造成有组织犯罪集团之间力量平衡不稳定的某些变化，例如非法市场规模的变化，知名罪犯的死亡或监禁，以及使一个集团弱于另一个集团的执法措施。	In the short term, the existence and extent of violence depends less on the volume of trafficking than on certain changes that create an unstable balance of power between organized criminal groups, such as changes in the size of the illicit market, the death or imprisonment of high-profile offenders, and law enforcement measures that make one group weaker than another.	no
最新趋势	Latest trends	yes
吸毒大麻是最常用的物质，类阿片危害最大	Addiction Marijuana is the most commonly used substance, opioids most harmful	yes
据估计，2018年使用大麻的有 1.92 亿人，使之成为全球使用最多的毒品。	An estimated 192 million people used marijuana in 2018, making it the most used drug in the world.	yes
相比之下，2018年使用类阿片的有5,800万人。	In comparison, 58 million people used opioids in 2018.	yes
但阿片类药物的相关危害却因使用者较少而受到忽视。	However, the harms associated with opioids have been overlooked because of the low number of users.	yes
在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。	Such substances were responsible for 66 percent of the estimated 167,000 deaths related to drug use disorders in 2017, and 50 percent of the 21 million years of life believed to have been lost to disability or premature death due to drug use.	yes
合成类阿片的非医疗使用加剧了公共卫生危机	Non-medical use of synthetic opioids exacerbates public health crisis	yes
在西非、中部非洲和北非，加剧类阿片危机的是曲马多；在北美则是芬太尼。这两个区域在经济、人口统计数据或一般吸毒模式方面几乎没有共同点，但都在奋力抗击由容易获得且生产成本低的物质助长的类阿片危机。	In West, Central and North Africa, it is tramadol that fuels the opioid crisis; in North America, it is fentanyl. The two regions have little in common in terms of economies, demographics or general patterns of drug use, but both are struggling to combat the opioid crisis, which is fuelled by substances that are readily available and cheap to produce.	yes
在北美，芬太尼等合成类阿片的使用导致了20年来类阿片过量致死人数增加。	In North America, the use of synthetic opioids such as fentanyl has led to a 20-year increase in opioid overdose deaths.	yes
2018年，在美国登记的67,367例过量死亡中，有三分之二涉及芬太尼。	In 2018, two-thirds of the 67,367 overdose deaths registered in the U.S. involved fentanyl.	yes
加拿大也报告了类似的结果，只是数字较低。	Canada reported similar results, only in lower numbers.	no
芬太尼导致过量死亡的部分原因是非法药物市场上的芬太尼药效不可预测。	Fentanyl causes overdose deaths in part because of the unpredictable potency of fentanyl on the illicit drug market.	no
在西非、中部非洲和北非，非医疗用途曲马多的市场已有大幅增长。	In West, Central and North Africa, the market for non-medical Tramadol has grown significantly.	no
在该区域，接受治疗的曲马多使用病症患者越来越多。	An increasing number of patients with Tramadol Use Disorder are being treated in the region.	no
2017年，全球截获的曲马多数量显著增加，达到125吨以上的峰值。	In 2017, global interceptions of tramadol increased significantly, peaking at more than 125 tons.	no
但2018年，在印度通过一项监管曲马多的新法律之后，全球缉获量降至32吨。	In 2018, however, global seizures fell to 32 tons after India passed a new law regulating tramadol.	no
促成这两地危机的是制造简单和生产成本低，此外还有对曲马多和许多芬太尼类似物或其前体缺乏国际监管。	Contributing to the crises in both places were the simplicity of manufacture and the low cost of production, in addition to the lack of international regulation of tramadol and many fentanyl analogues or their precursors.	no
使这两地危机恶化的是这些物质在药品市场和非法市场上都有供应，因而更加难以发现和防止其滥用。	Exacerbating the crisis in both places is the fact that these substances are available on both the pharmaceutical and illicit markets, making it more difficult to detect and prevent their abuse.	no
兴奋剂使用不断增多	Doping is on the rise	no
兴奋剂领域以可卡因和甲基苯丙胺为主，这两种物质在其主要市场的使用量都在上升。	The area of stimulants is dominated by cocaine and methamphetamine, both of which are increasing in use in their major markets.	no
2018年使用可卡因的约有1,900万人，因为可卡因在北美和西欧颇为流行。	About 19 million people used cocaine in 2018, as cocaine is quite popular in North America and Western Europe.	no
同年使用苯丙胺的约有2,700万人，其中甲基苯丙胺是东南亚和北美使用最多的苯丙胺类兴奋剂。	Approximately 27 million people used amphetamines in the same year, with methamphetamine being the most used amphetamine-type stimulant in South-East Asia and North America.	no
根据所掌握的多数指标，20年来这两个区域甲基苯丙胺的使用一直在扩大。	According to most indicators available, methamphetamine use has been expanding in both regions for 20 years.	no
在一些市场上，可卡因和甲基苯丙胺可以共存，有时是相互替代，这样一种药物的使用量上升时另一种药物的使用量就下降，有时是同时增加和减少以满足同一市场的需求。	In some markets, cocaine and methamphetamine can coexist, sometimes substituting for each other so that the use of one drug rises when the use of the other falls, and sometimes increasing and decreasing at the same time to meet demand in the same market.	no
新冠肺炎使注射吸毒者的风险增高	New Crown Pneumonia Puts Injecting Drug Users at Increased Risk	no
据估计，2018年注射吸毒的约有1,130万人，全球艾滋病毒感染约有10%是注射吸毒造成的。	It is estimated that about 11.3 million people injected drugs in 2018 and that about 10 percent of global HIV infections are caused by injecting drug use.	no
注射吸毒者感染艾滋病毒的超过100万人，患丙型肝炎的有550万人。	More than 1 million injecting drug users are infected with HIV, and 5.5 million people have hepatitis C.	no
2017年，因吸毒死亡的约有 58.5万人，其中一半死于丙型肝炎引起的肝病，而注射吸毒者的丙型肝炎大多仍未得到治疗。	In 2017, there were about 585,000 deaths due to drug use, half of which were due to liver disease caused by hepatitis C, which remains largely untreated in injecting drug users.	no
5 新冠肺炎限制措施造成的类阿片短缺可能导致使用者代之以酒精或苯二氮类药物等更容易获得的物质，或者将类阿片与合成药物混合。	5 Shortages of opioids resulting from the NCRP restrictions may lead users to substitute more readily available substances, such as alcohol or benzodiazepines, or to mix opioids with synthetic drugs.	no
随着一些使用者改用注射或更频繁地注射，可能会出现更多有害的使用方式。	As some users switch to injections or inject more frequently, more harmful uses may occur.	no
Redmi AirDots 2 真无线蓝牙耳机	Redmi AirDots 2 True Wireless Bluetooth Headphones	yes
使用说明书	instruction manual	yes
产品介绍	Products	yes
使用产品前请仔细阅读本说明书，并妥善保管。	Please read this manual carefully before using the product and keep it in a safe place.	yes
耳机本身配带中号耳帆，如有了觉不适过以要底文二融小虽机外。	The headset itself comes with a medium-sized ear sail, so if you feel uncomfortable over to the bottom of the text two fusion of small although outside the machine.	yes
01 佩戴耳机	01 Wearing headphones	yes
将耳帐斜向下轻轻塞入耳道，以轻摆头部耳机不田动为家。	The ear tent is gently tucked into the ear canal diagonally downward, to gently swing your head headphones do not field move as home.	yes
通话时，将耳机麦克风朝向嘴部可使通话更清晰。	When talking on the phone, point the headset microphone towards your mouth for clearer calls.	yes
司人改通话时请注意调整耳机露出麦克风	Please be careful to adjust the headset to expose the microphone when the driver changes the call.	yes
充电开机使用前，请先撕掉左右耳机充各点处的网几，将充电盒及耳机充满电。	Before charging and starting to use, please tear off the left and right headset charging points at the net a few, the charging box and headset fully charged.	yes
插入充电线可同时给耳机和充电盒充电。	Plug in the charging cable to charge the headphones and the charging case at the same time.	no
充电盒未充满电充电指示灯红灯长亮，充满电后充电:3 指示灯熄灭。	Charging box is not fully charged Charging indicator red light is on for a long time, when fully charged Charging:3 indicator light is off.	no
耳机充电中，耳机指示灯红灯长亮，耳机充满电,和其机指示灯白灯长亮 1 分钟后熄灭。	Headset charging, headset indicator light red light long, headset fully charged, and its machine indicator light white light long 1 minute and then off.	no
02充电合开机	02Charge and power on	no
耳机在充电盒内，从充电盒中拿出耳机自动开机。	The headset is in the charging case and turns on automatically when you take the headset out of the charging case.	no
耳机不在充电盒内且已关机，长按多功能键约 1 秒(白灯长亮1秒)。	When the headset is not in the charging case and is turned off, press and hold the Multi-function button for about 1 second (the white light stays on for 1 second).	no
长按约 1 秒	Press and hold for about 1 second	no
白灯长亮 1 秒	White light on for 1 sec.	no
关机	turn off (a machine or device)	no
放入充电盒中，耳机自动关机。	Put it into the charging case and the headset turns off automatically.	no
开机状态下,长按多功能键约 5 秒(红灯长亮2 秒)	Under power-on condition, press and hold the multi-function key for about 5 seconds (the red light will be on for 2 seconds).	no
一长按约 5 秒	One long press for about 5 seconds	no
人红灯长亮 2 机	Human red light is always on 2 units	no
03 开始使用	03 Getting Started	no
自动连接: 局对移两只耳机从充时盒外十.	Auto-connect: the bureau pairs shift two headphones from the charging time outside the box to ten.	no
两只哥术自动开级,白灯亮起.	The two gorillas are automatically leveled, and the white light is on.	no
随后红和白灯恢六. 左右囊如自过串联 .	Then red and white lights resume six. The left and right capsules are connected in series.	no
待左/右耳机白灯懈 闪时. 打开设备否牙搜索 “RedmIArDots2 "并点击完连溶。	Wait for the white light on the left/right headset to flash relentlessly. Turn on the device No tooth search for "RedmIArDots2" and click on the finish connecting solution.	no
首次连接后. 囊志开机可自动回连上一次配对设备(蓝牙需开启)。	After connecting for the first time. The sacchi can automatically connect back to the last paired device when it is turned on (Bluetooth needs to be turned on).	no
注意:	Caution.	no
如果连接失败, 将耳机放回充电盒. 重复上述动作。	If the connection fails, return the headset to the charging case. Repeat the above actions.	no
长按约 1 秒开机	Press and hold for about 1 second to turn on the power	no
耳机指示灯	Headphone Indicator	no
单耳 / 双耳自由切换; 两只耳机连接成功后即为双丁连接; 将任一耳机放回充电盒关机, 另一只耳机进入单耳模式, 重新取出即可自动恢复双耳模式 。	Monaural / Binaural free switching; two headphones connected successfully will be binaural connection; put either headphone back to the charging box and turn off the power, the other headphone will enter the monaural mode, and then take it out again to automatically resume the binaural mode.	no
手动连接: 在耳机关机时, 将两只耳机手动开机. 白灯亮起, 随后红白灯快闪, 左右耳机自动串联, 待左 / 右耳机白灯慢闪, 打开设备 蓝牙搜索连接 。	Manual Connection: Turn on both headsets manually when the headset is turned off. The white light will be on, then the red and white light will flash, the left and right headset will be connected in series automatically, wait for the white light of the left/right headset to flash slowly, turn on the device to search for Bluetooth connection.	no
耳机重置	Headset Reset	no
如果耳机无法正常连接使用，请参照以下方式重置	If the headset does not connect properly for use, please refer to the following to reset it	no
耳机: 将耳机拿出充电盒， 在关机状态下， 分别长按两只耳机多功能键15 秒 ，至红白灯交替闪烁3 次后，松开并放回充电盒即可(清除耳机与手机的连授记录)。	Headset: Take the headset out of the charging case, under the power off state, long press the multi-function keys of both headset for 15 seconds, until the red and white light blinks alternately for 3 times, then release and put it back to the charging case (to clear the record of the connection between the headset and the cell phone).	no
04说明书中的产品配件、用户界面等插图均为示意图, 仅供参考由于产品的更新和升级, 产品实物与示意图可能略有差异, 请以实物为准 。	04The illustrations of product accessories and user interface in the manual are schematic diagrams for reference only. Due to product updates and upgrades, there may be slight differences between the actual product and the schematic diagrams, please refer to the actual product.	no
委托方: 小米通讯技术有限公司	Client: Xiaomi Communication Technology Co.	no
制造商: 重庆市前行科技有限公司	Manufacturer: Chongqing Qianxing Technology Co.	no
(小米生态链企业)	(Xiaomi ecological chain enterprises)	no
地址: 重庆市铜梁区蒲吕街道产业大道60号	Address: No. 60, Industry Avenue, Pu Lu Street, Tongliang District, Chongqing, China	no
拥务电话: 400-100-5678	Support Phone: 400-100-5678	no
本严操的相关信息请查询销售网 : www micom	For more information about this micom, please check the sales website : www micom	no
焙明书瞩本唱: V10reae	Purification of the book: V10reae	no
功能要点	functional point	yes
以下功能左右耳机均可操作, 轻按一下来电时，接听电话; 通话或去电中，挂断电话音乐时，播放 /暂停音频 ,长按约1 秒释放	The following functions can be operated on both left and right earphones, Tap to answer a call when it comes in; Hang up the phone during a call or a call, Play/Pause the audio when it comes to music, Long press for about 1 second to release it.	yes
来电时，拒听电话通话时，切换至耳机 /手机听简双击	Incoming call, reject call During call, switch to headset/handset Listen to Jane Double-tap	yes
通话中，开局 /关闭 静音模式	During a call, turn on/off Mute Mode	yes
待机时， 开启语音助手(需设备支持语音功能且打开快速唤醒设置)	On standby, turn on the voice assistant (requires the device to support the voice function and turn on the quick wake-up setting).	yes
接听第二个来电并切换通话	Answer the second incoming call and switch the call	yes
手机通话中有新的来电时,单击多功能键可保持上一个通话、接听第二个来电; 双击多功能键可切换两个通话。	When there is a new incoming call on your cell phone, click the Multi-function key to hold the previous call and answer the second call; double-click the Multi-function key to switch between two calls.	yes
基本参数	Basic parameters	yes
产品名称 :Redmi AirDots 2 真无线蓝牙耳机	Product Name :Redmi AirDots 2 True Wireless Bluetooth Headset	yes
产品型号 :TWSEJO61LS	Model No. :TWSEJO61LS	yes
耳机基本参数	Headset basic parameters	no
产品尺寸: 26.65x16.4x216mm	Product Size: 26.65x16.4x216mm	no
电池容量: 43mAh(单耳机)	Battery capacity: 43mAh (single headset)	no
输入参数:5V 二 100mA	Input Parameters:5V II 100mA	no
单耳净重: 约 4.1g	Net weight per ear: approx. 4.1g	no
电池类型: 锂离子聚合物	Battery Type: Lithium Ion Polymer	no
电池通讯距离: 10米(无障碍空辽环境)	Battery communication distance: 10 meters (unobstructed environment)	no
无线连接:蓝牙 5 0	Wireless connection: Bluetooth 5 0	no
充电时间: 约 1.5小时 HFP/A2DP/ HSP/AVRCP	Charging time: approx. 1.5 hours HFP/A2DP/ HSP/AVRCP	no
通话时间 : 约 4小时 CMIT1ID: 2020DP2611	Talk time : approx. 4 hours CMIT1ID: 2020DP2611	no
待机时间 : 约 150小时	Standby time : approx. 150 hours	no
05 注意事项	05 Notes	no
警告	warnings	no
1 请勿以任何理由拆开.维修或改装耳机, 否则可能会导致起火甚至彻底损坏本产品;	1 Do not disassemble the headset for any reason. Repairing or modifying the headset may result in fire or even complete damage to the product.	no
2 请勿将设备置于温度过低或过高的环境下;	2 Do not expose the device to excessively low or high temperatures.	no
3 使用设备指示灯时, 请避开儿童或动物的眼睛;	3 Avoid the eyes of children or animals when using the device's indicator light.	no
4 请勿在雷暴天气下使用该设备, 雷暴可导致设备工作异常, 并增加触电的危险;	4 Do not use the device in thunderstorms, which may cause the device to operate abnormally and increase the risk of electric shock.	no
5 请勿使用酒精或其他挥发性液体擦拭本产品;	5 Do not wipe the product with alcohol or other volatile liquids.	no
6 请勿将本产品与液体接触。	6 Do not allow this product to come into contact with liquids.	no
注意	take note of	yes
1.若产品超过两个星期未使用, 建议使用前先对产品进行充电;	1. If the product has not been used for more than two weeks, it is recommended to charge the product before use.	yes
2 必须选择正规厂家生产的经过国家 CCC 认证的充电器	2 must choose the regular manufacturers produced by the national CCC certification of the charger	yes
3 长时间连续使用耳机有损听力,请合理控制使用时间及音量 ;	3 Prolonged and continuous use of headphones is harmful to hearing, please control the use of time and volume reasonably.	yes
4 使用耳机会降低对外界声音的感知力, 请不要在可能威胁到安全的环境中使用耳机。	4 Use of headphones reduces the ability to perceive external sounds, so do not use headphones in environments that could jeopardize your safety.	yes
充电盒基本参数	Charging box basic parameters	yes
产品尺寸: 62x40x272mm	Product Size: 62x40x272mm	yes
输入参数:5 一 500mA	Input Parameters:5 - 500mA	yes
输出参数: 5V 一 150mA	Output parameters: 5V, 150mA	yes
充电时间: 约 2 小时	Charging time: approx. 2 hours	yes
电池穿量: 300mAh	Battery capacity: 300mAh	no
电闻类型: 锂离子聚合物电池	Type: Lithium Ion Polymer Battery	no
06 Redmi AirDots 2 真无线蓝牙耳机产品保修说明	06 Redmi AirDots 2 True Wireless Bluetooth Headset Product Warranty Description	no
Redmi AirDots 2 真无线蓝牙耳机产品售后服务严格	Redmi AirDots 2 True Wireless Bluetooth Headset product after-sales service strict	no
依据人《中华人民共和国消费者权益保护法》、《中华人民共和国产品质量法》实行售后三包服务, 服务内容如下:	According to the "Law of the People's Republic of China on the Protection of Consumers' Rights and Interests" and "Law of the People's Republic of China on Product Quality", we will implement the after-sales service, and the service contents are as follows.	no
一、保修政策	I. Warranty policy	no
1 自您签收次日起7 日内, 本产品出现《Redmi AirDots 真无线蓝牙耳机产品性能故障表》所列性能故障的情况, 经由小米售后服务中心检测确定, 可免费享受退货或换货服务;	1 From the day after you sign for the next 7 days, this product appears "Redmi AirDots true wireless bluetooth headset product performance failure table" listed performance failure, by the Xiaomi after-sales service center testing to determine that, can enjoy free return or exchange service;.	no
2 自您签收次日起 8 日-15日内, 本产品出现《Redmi AirDots 2 ee E 故障表》所列性能故障的情况, 经由小米售后服务中心检测确 定, 可	2 Within 8-15 days from the next day after you sign for the product, this product appears "Redmi AirDots 2 ee E Fault Table" listed in the performance faults, by the Xiaomi after-sales service center testing to determine, can be	no
3 自您签收次日起 12 个月内, 本产品出现《Redmi ArDots 2 真无线蓝牙耳机产品性能故障表》所列性能故障的情况, 经由小米售后服务中心检测确定, 可免费享受维修服务。	3 Within 12 months from the next day after you sign for the product, this product appears "Redmi ArDots 2 True Wireless Bluetooth Headset Product Performance Failure Table" listed in the performance failure of the product, by the Xiaomi after-sales service center testing to determine that the product can be free to enjoy the repair service.	no
一 Redmi AirDots 2 真无线蓝牙耳机产品性能故障表	A Redmi AirDots 2 True Wireless Bluetooth Headset Product Performance Troubleshooting Table	no
名称性能故障	Name Performance Failure	no
1 使用过程中听不到声音 。	1 No sound is heard during use .	no
电牙耳机 ”2 通话过程中，对方听不到声音。	DENTIC HEADSET "2 During a call, the other party cannot hear the sound.	no
了无法充电。	It's not charging.	no
07 非保修条例	07 Non-warranty regulations	no
1 未经授权的维修、误用、碰撞、朴忽、小用、进液、事故、改动、不正确的使用非本产品配件或撕毁、涂改标贴、防伪标记;	1. Unauthorized maintenance, misuse, collision, neglect, minor use, fluid ingestion, accident, alteration, incorrect use of accessories other than this product, or tearing, alteration of labels, security markings.	no
2 已超过三包有效期;	2 Exceeded the expiration date of the three-package warranty.	no
3 因不可抗力造成的损坏;	3. Damage caused by force majeure.	no
4 不符合《Redmi AirDots 2 真无线蓝牙耳机产品性能故障表》所列性能故障的情况	4 Failure to meet the performance failures listed in the Redmi AirDots 2 True Wireless Bluetooth Headset Product Performance Failure Table	no
5 因人为原因导致本产品及其配件产生《Redmi AirDots 2 真无线蓝牙耳机产品性能故障表》所列性能故障。	5 The product and its accessories have suffered performance failures listed in the Redmi AirDots 2 True Wireless Bluetooth Headset Product Performance Failure Table due to human reasons.	no
产品中有害物质的名称及含量	Names and contents of hazardous substances in products	no
有害物质 是本表格依据 SJ/T 11364 的规定编制 。	Hazardous Substances This form has been prepared in accordance with the provisions of SJ/T 11364.	no
O: 表示该有害物质在该部件所有均质材料中的含量均在 GB/T 26572 规定的限量要求以下。	O: Indicates that the content of the hazardous substance in all homogeneous materials of the part is below the limit requirements stipulated in GB/T 26572.	no
欧盟峰会为难民政策争论，欧盟官员：接收过程步步瓶颈-中新网	EU summit argues over refugee policy, EU official: reception process bottlenecks at every step - CNN.com	yes
欧盟峰会为难民政策争吵不休，欧盟官员：接收过程每一步都存在瓶颈	EU summit squabbles over refugee policy, EU official: bottlenecks at every step of reception process	yes
【环球时报驻比利时特派记者 牛瑞飞】据法新社2月10日报道，在当天最新的一次欧盟峰会上，欧盟委员会主席冯德莱恩表示，欧盟领导人同意就非法移民问题出台更严格的政策，以此更易于驱逐非法移民。	[Global Times in Belgium Special Correspondent Niu Ruifei] According to AFP on February 10, at the latest EU summit on the same day, European Commission President von der Leyen said that EU leaders agreed to introduce a stricter policy on illegal immigration as a way to make it easier to deport illegal immigrants.	yes
据报道，欧盟此举是对欧洲日益增长的非法移民问题关注的回应，如今，欧盟的核心问题在于，最终能被遣返的非法移民人数很少。	The move by the EU is reportedly a response to growing concerns about illegal immigration in Europe, which today is centered on the small number of illegal immigrants who can ultimately be repatriated.	yes
根据峰会文件，欧盟领导人呼吁委员会“立即调动大量欧盟资金”，以基础设施和监视等手段加强外部边界。	According to the summit document, EU leaders called on the Commission to "immediately mobilize substantial EU funds" to strengthen the external borders with infrastructure and surveillance.	yes
然而，欧盟与各成员国就围栏费用支付等问题争吵不休。	However, the EU is at loggerheads with member states over issues such as payment for the fence.	yes
冯德莱恩一再表示，欧盟资金不会支付相关费用。	Von der Leyen has repeatedly said that EU funds will not cover the costs involved.	yes
但一些成员国的外交官员称，如果欧盟能分担外部边界沿线安装摄像头、瞭望塔和其他基础设施的部分，这将给各国腾出国家预算从而加快建设进程。	But diplomatic officials from some member states say that if the EU were to share the portion of the installation of cameras, watchtowers and other infrastructure along the external borders, it would free up national budgets for countries to speed up the construction process.	yes
欧洲Euractiv网站称，欧盟官员承认，难民接收过程每一步都存在瓶颈，有限的接收能力和成员国不堪重负的移民当局无法阻止难民在欧盟各国提交“无数”庇护申请，欧盟的难民接收系统处于近乎“永久性的危机”中。	According to Europe's Euractiv website, EU officials have acknowledged that there are bottlenecks at every step of the refugee reception process, and that the EU's refugee reception system is in a near "permanent crisis" as limited reception capacity and overburdened migration authorities in member states are unable to prevent refugees from submitting "countless" asylum applications across the EU. permanent crisis".	yes
据欧盟委员会估计，欧盟的申根国家去年收到超92万份庇护申请，比前一年增加近半。	The European Commission estimates that the EU's Schengen states received more than 920,000 asylum applications last year, an increase of nearly half from the previous year.	yes
与此同时，欧盟去年记录到超 33万次非法入境。	Meanwhile, the EU recorded more than 330,000 illegal entries last year.	no
在该背景下，此次峰会还就一项“原则”达成协议，即欧盟国家可根据另一个成员国的法院判决将非法移民遣返回国。	In this context, the summit also agreed on the "principle" that EU countries can return illegal immigrants to their home countries on the basis of a court decision in another member state.	no
此外，报道称，欧盟领导人还同意“增加对安全国家概念的使用”，这将为欧盟制定共同清单开辟道路。	In addition, EU leaders agreed to "increase the use of the concept of the security state," which would open the way for the EU to develop a common list, according to the report.	no
(来源：环球时报 作者：牛瑞飞)	(Source: Global Times by Niu Ruifei)	no
美国升级“芯片战”重创全球半导体产业-中新网	U.S. escalates "chip war", hitting global semiconductor industry - CNN.com	yes
最近，美国对华“芯片战”大有升级之势——先是荷兰、日本两国在美国施压下，同意启动对华半导体制造设备出口的管制；后有外媒报道，美国政府正考虑切断美国供应商与华为公司之间的所有联系，禁止美国供应商向华为提供任何产品；拜登政府还准备公布一项行政命令，限制美国对敏感的中国科技行业的投资……2023年开年不久，美国在遏制中国半导体相关产业发展上就恶招不断。	Recently, the U.S. "chip war" against China has escalated - first, the Netherlands, Japan and the two countries in the U.S. pressure, agreed to start the control of China's semiconductor manufacturing equipment exports; after the foreign media reports, the U.S. government is considering cutting off all links between U.S. suppliers and Huawei Between all the links between the U.S. suppliers and Huawei, prohibit U.S. suppliers to Huawei to provide any products; Biden government is also ready to publish an executive order to limit the U.S. investment in the sensitive Chinese science and technology industry ......2023 soon after the start of the year, the U.S. in the containment of China's semiconductor-related industries on the development of the evil moves constantly.	yes
近年来，美国打击中国“芯”发展的动作从未停歇，一边精准打压对华半导体产供链，一边构建“去中国化”的半导体产业链联盟，图谋在先进半导体产业上彻底“甩开”中国。	In recent years, the United States to combat China's "core" development of the action has never stopped, while the precise suppression of China's semiconductor production and supply chain, while building a "de-Chinaization" of the semiconductor industry chain alliance, seeks to advanced semiconductor industry on the complete "Get rid of" China in the advanced semiconductor industry.	yes
无论是拉拢韩国建立“技术同盟”，还是与韩国、日本和中国台湾地区建立芯片“四方联盟”，亦或借由美日印澳“四边机制”“印太经济框架”等机制建立半导体产业链“小圈子”，美国通过把政治化、阵营化、武器化的手段引入半导体产业，企图搭建美国主导的封闭产供链循环，从而弥补其在芯片制造领域的短板，维护其在全球芯片产业的优势地位。	Whether it is to draw South Korea to establish a "technology alliance", or with South Korea, Japan and China Taiwan to establish a chip "four-party alliance", or by the U.S., Japan, India and Australia, "four-sided mechanism" "Indo-Pacific economic framework" and other mechanisms to establish the semiconductor industry chain "small circle", the United States through the introduction of politicization, camp, weaponized means of the semiconductor industry, in an attempt to build a U.S.-led closed production and supply chain cycle, so as to make up for its shortcomings in the field of chip manufacturing, to maintain its position in the global chip manufacturing The United States, by introducing politicization, camping and weaponization into the semiconductor industry, attempts to build a closed production and supply chain cycle dominated by the United States, so as to make up for its shortcomings in the field of chip manufacturing and maintain its dominant position in the global chip industry.	yes
然而，美国大张旗鼓的对华“芯战术”，也是“伤敌一千自损八百”。	However, the U.S. "core tactics" against China with great fanfare, but also "hurt the enemy a thousand and lose eight hundred".	yes
最近，美国知名芯片制造设备供应商泛林集团宣布，受最新一轮对华芯片制造设备出口禁令影响，集团将解雇1300名全职员工，未来两个季度还计划解雇1400名临时员工。	Recently, the well-known U.S. chip manufacturing equipment supplier, Panarin Group, announced that the group will fire 1,300 full-time employees and plans to fire 1,400 temporary employees in the next two quarters due to the latest round of the ban on the export of chip manufacturing equipment to China.	yes
全球光刻机巨头荷兰阿斯麦控股公司最近警告，禁止向中国出口半导体制造设备，可能导致半导体价格上涨。	Global lithography giant Asmax Holdings of the Netherlands recently warned that a ban on exporting semiconductor manufacturing equipment to China could lead to higher semiconductor prices.	yes
美媒分析，在美国政府对中国芯片和半导体等行业实施蛮横打压后，许多美国公司深受其害，包括电子设计自动化工具开发商、芯片设计商、晶圆制造设备生产商、芯片制造商本身等。	U.S. media analysis, in the U.S. government on China's chip and semiconductor industries such as the implementation of brute force suppression, many U.S. companies are deeply hurt, including electronic design automation tool developers, chip designers, wafer fabrication equipment manufacturers, chip makers themselves, and so on.	yes
美国所谓打压中国先进半导体产业，却把全球半导体产业链、供应链拖下了水。	The United States so-called suppression of China's advanced semiconductor industry, but the global semiconductor industry chain, supply chain dragged down.	yes
半导体产业是高技术和知识密集型产业，早已形成联系紧密的全球半导体产业链。	The semiconductor industry is a high-tech and knowledge-intensive industry, and has long formed a closely linked global semiconductor industry chain.	yes
据专业人士估算，基于专业化分工，半导体产品的整个生产过程需要跨越各国边境70次以上，全程达到100天。	According to professional estimates, based on the specialized division of labor, the entire production process of semiconductor products need to cross the borders of various countries more than 70 times, the whole process reaches 100 days.	no
尽管美国半导体产业基础较强，但在制造能力特别是先进制程工艺上较为薄弱，严重依赖东亚地区。	Despite the strong foundation of the U.S. semiconductor industry, it is weak in manufacturing capacity, especially in advanced process technology, and is heavily dependent on East Asia.	no
即便美国极力引导先进芯片产供链转向美国主导的“小圈子”区域化发展，但全球半导体相关产业的地区分布和相互依赖局面很难被改变。	Even if the United States is trying to guide the advanced chip production and supply chain to the United States-led "small circle" regional development, but the global semiconductor industry related to the regional distribution and interdependence of the situation is difficult to be changed.	no
美国强力“重塑”“去中国化”的半导体产业链，重创全球半导体产业。	The United States strongly "remodeling" "de-Chinaization" of the semiconductor industry chain, hitting the global semiconductor industry.	no
芯片是全球未来产业的核心，芯片产业的发展离不开全球各国共同参与。	Chip is the core of the global future industry, and the development of the chip industry cannot be separated from the joint participation of countries around the world.	no
