Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
The court observed in 1974"s United States v. Nixon: ... when the ground for asserting privilege as to subpoenaed materials sought for use in a criminal trial is based only on the generalized interest in confidentiality, it cannot prevail over the fundamental demands of due process of law in the fair administration of criminal justice. The generalized assertion of privilege must yield to the demonstrated, specific need for evidence in a pending criminal trial. Therefore, precedent is on the government's side. Of course, however, delays from litigating even a losing issue can be a victory of sorts for Trump. But further dampening the odds of a successful privilege claim is the previous rejection of Trump's attempt to block Jan. 6 grand jury testimony.	Das Gericht bemerkte in den USA gegen Nixon: ... Wenn der Grund für die Behauptung von Privilegien in Bezug auf vorgeladene Materialien, die für die Verwendung in einem Strafverfahren gesucht werden, nur auf dem allgemeinen Interesse an Vertraulichkeit basiert, kann er die grundlegenden Forderungen eines ordnungsgemäßen Verfahrens in der fairen Verwaltung der Strafjustiz nicht überwiegen. Die allgemeine Privilegienbehauptung muss dem nachgewiesenen, spezifischen Beweisbedarf in einem anhängigen Strafverfahren nachgeben. Daher ist Präzedenzfall auf der Seite der Regierung. Natürlich können Verzögerungen bei der Prozessführung selbst eines verlorenen Problems für Trump eine Art Sieg sein. Aber die Chancen auf einen erfolgreichen Privileganspruch weiter zu dämpfen, ist die vorherige Ablehnung von Trumps Versuch, Jan. 6 Grand Jury Aussage zu blockieren.	no
As The Washington Post reported in October, that rejection noted that former Pence aide Marc Short, for example, "probably possessed information important to the Justice Department's criminal investigation of the Jan. 6, 2021, attack on the Capitol that was not available from other sources." That Pence, too, likely has unique information would help the DOJ in any subpoena fight. And the reason we think Pence has such information is yet another reason that a privilege claim should fail. That's because Pence has chosen to write publicly about at least some of his supposed conversations with Trump in connection with Jan. 6. It's hard to say communications are privileged when you've previously deemed them fit to publicize. So while the subpoena might present varying political and personal calculations for Pence - who may vie for the 2024 Republican nomination against Trump, someone who effectively condoned calls for Pence's extrajudicial execution on Jan. 6 - the courts should have an easy time siding with DOJ on privilege.	Wie die Washington Post im Oktober berichtete, stellte diese Ablehnung fest, dass der ehemalige Pence-Assistent Marc Short zum Beispiel "wahrscheinlich Informationen besaß, die für die strafrechtliche Untersuchung des Jan. 6, 2021 durch das Justizministerium wichtig waren, den Angriff auf das Kapitol, der von anderen Quellen nicht verfügbar war." Dass Pence auch wahrscheinlich einzigartige Informationen hat, würde dem Justizministerium bei jedem Vorladungskampf helfen. Und der Grund, warum wir glauben, dass Pence solche Informationen hat, ist ein weiterer Grund, warum ein Privilegienanspruch scheitern sollte. Das liegt daran, dass Pence sich entschieden hat, öffentlich über zumindest einige seiner angeblichen Gespräche mit Trump im Zusammenhang mit Jan. 6 zu schreiben. Es ist schwer zu sagen, dass Kommunikation privilegiert ist, wenn Sie sie zuvor für angebracht gehalten haben, sie zu veröffentlichen. Während die Vorladung also unterschiedliche politische und persönliche Berechnungen für Pence darstellen könnte, der um die 2024 republikanische Nominierung gegen Trump wetteifern könnte, sollte es den Gerichten leicht sein, sich auf die Seite des Justizministeriums zu stellen.	no
The Case Against a Biden Run Is Obvious - and Weak	Der Fall gegen einen Biden Run ist offensichtlich und schwach	yes
Why is this important? While Biden and his fellow Democrats can't do much in the way of passing laws with the GOP in control of the House, they can still spend the next two years setting an example. Collectively, everyone on the team should be seeking out opportunities to play Gallant to the Republicans" weird Goofus impulses. But it's also important for Biden to burnish his credibility with the American people - and maybe be a direly needed change agent in our all-too-tatty political culture.	Warum ist das wichtig? Während Biden und seine Demokraten nicht viel tun können, um Gesetze mit der GOP unter Kontrolle des Hauses zu verabschieden, können sie die nächsten zwei Jahre immer noch mit gutem Beispiel verbringen. Insgesamt sollten alle im Team nach Möglichkeiten suchen, Gallant zu den seltsamen Goofus-Impulsen der Republikaner zu spielen. Aber es ist auch wichtig für Biden, seine Glaubwürdigkeit gegenüber dem amerikanischen Volk zu glänzen und vielleicht ein dringend benötigter Veränderungsagent in unserer allzu bösartigen politischen Kultur zu sein.	yes
Washington, a notoriously cynical place, is famous for its common sense-crippling ideas about leadership. Perhaps one of the most notorious is the odd standard that holds that publicly admitting errors is a sign of weakness and that politicians should go to comical lengths to avoid doing so. There's another way: In Bailout, Neil Barofsky's memoir of his time in Washington serving as the special inspector general overseeing the Troubled Asset Relief Program, he described the advice he received from Kristine Belisle, the woman he smartly hired to be his communications director. It was about as anti-Washington as it can get: "We'll admit and even highlight our mistakes."	Washington, ein berüchtigter zynischer Ort, ist berühmt für seine gesunden Menschenverstand lähmenden Ideen über Führung. Vielleicht ist einer der berüchtigtsten der seltsame Standard, der besagt, dass das öffentliche Eingeständnis von Fehlern ein Zeichen von Schwäche ist und dass Politiker komische Anstrengungen unternehmen sollten, um dies zu vermeiden. Es gibt noch einen anderen Weg: In Bailout, Neil Barofskys Memoiren über seine Zeit in Washington als Sonderinspektor General, der das Troubled Asset Relief Program überwacht, beschrieb er den Rat, den er von Kristine Belisle erhielt, der Frau, die er klug als Kommunikationsdirektorin eingestellt hatte. Es war ungefähr so anti-Washington wie möglich: "Wir werden unsere Fehler zugeben und sogar hervorheben."	yes
As she went on to explain, there's method in a strategy that most people inside the Beltway would deem madness: This is the best way to earn the press's trust. They'll know we're not spinning like everyone else. SIGTARP will quickly become the only credible source for information in Washington about TARP. We might be embarrassed at times and disclose things that we could - and others would - easily hide, but we'll shock the press with our honesty. No one else does this, and before long, we'll have a built in defense when we're attacked. No matter what they hear, the press will come to us first and believe us, because we'll prove to them that we tell the truth. This is perhaps the biggest reason for Biden to pursue the course of radical responsibility-taking: Moments inevitably arise in any presidency when having the trust of the public and the institutions that safeguard the civic interest is critical. Moreover, there is vital capital to be earned by owning our mistakes, and there's an important distinction that Biden can draw with his political opponents. The president would do well to follow the old adage: Tell the truth - and shame the devil.	Wie sie weiter erklärte, gibt es eine Methode in einer Strategie, die die meisten Menschen innerhalb des Beltway für Wahnsinn halten würden: Das ist der beste Weg, das Vertrauen der Presse zu verdienen. Sie werden wissen, dass wir uns nicht wie alle anderen drehen. SIGTARP wird schnell die einzige glaubwürdige Quelle für Informationen in Washington über TARP werden. Wir mögen uns manchmal schämen und Dinge offenlegen, die wir und andere leicht verbergen könnten, aber wir werden die Presse mit unserer Ehrlichkeit schockieren. Niemand sonst tut das, und bald werden wir eine eingebaute Verteidigung haben, wenn wir angegriffen werden. Egal, was sie hören, die Presse wird zuerst zu uns kommen und uns glauben, denn wir werden ihnen beweisen, dass wir die Wahrheit sagen. Dies ist vielleicht der größte Grund für Biden, den Kurs radikaler Verantwortung zu übernehmen: In jeder Präsidentschaft entstehen unweigerlich Momente, in denen das Vertrauen der Öffentlichkeit und der Institutionen, die das bürgerliche Interesse schützen, entscheidend ist. Darüber hinaus gibt es lebenswichtiges Kapital, das man verdienen kann, indem man seine Fehler besitzt, und es gibt eine wichtige Unterscheidung, die Biden mit seinen politischen Gegnern ziehen kann. Der Präsident würde gut daran tun, dem alten Sprichwort zu folgen: Sag die Wahrheit und beschäme den Teufel.	no
Some Super Bowl Commercials I Can't Wait to See	Einige Super Bowl Werbespots, die ich kaum erwarten kann	yes
A nineties sitcom star reprising his beloved role to sell you car insurance. An ad that becomes a cultural phenomenon and gets immediately green-lighted as a TV show, extending a twelve-second scene into ten seasons. All the celebrities from last year's crypto ads apologizing for their crypto ads. Those "whassup" guys but the bit is that now they're old. Everybody's into whodunnits now, right? So some series of ads directed by Rian Johnson where if you figure out who did the murder you get a discount on a year of car insurance. A commercial that all of the super-online conservative guys are going to be furious about for a week.	Ein Sitcom-Star der neunziger Jahre, der seine geliebte Rolle wiederholt, um Ihnen eine Autoversicherung zu verkaufen. Eine Anzeige, die zu einem kulturellen Phänomen wird und sofort als Fernsehsendung grünes Licht bekommt und eine zwölfsekündige Szene in zehn Staffeln ausdehnt. Alle Prominenten aus den Krypto-Anzeigen des letzten Jahres entschuldigen sich für ihre Krypto-Anzeigen. Diese "Whassup"-Jungs, aber das bisschen ist, dass sie jetzt alt sind. Jeder ist jetzt auf Whodunnits, oder? Also einige Serien von Anzeigen unter der Regie von Rian Johnson, in denen man, wenn man herausfindet, wer den Mord begangen hat, einen Rabatt auf ein Jahr Autoversicherung bekommt. Ein Werbespot, über den alle super-online konservativen Jungs für eine Woche wütend sein werden.	yes
Timothée Chalamet in some capacity. Somebody who was supposedly cancelled forever making his triumphant return to television to sell you beer. An ad for the worst movie you'll ever see that you'll definitely watch when it's streaming in three weeks. An excruciatingly catchy new jingle that you'll be singing to yourself for years. A recycled Twitter joke from two months ago. A musician whose whole thing is being counterculture who is counterculturally telling you to bank with Wells Fargo. The "zoom zoom" kid but the bit is that now he's an adult.	Timothée Chalamet in irgendeiner Eigenschaft. Jemand, der angeblich für immer abgesagt wurde, kehrt triumphierend zum Fernsehen zurück, um dir Bier zu verkaufen. Eine Anzeige für den schlimmsten Film, den Sie je sehen werden, den Sie definitiv sehen werden, wenn er in drei Wochen gestreamt wird. Ein unerträglich eingängiger neuer Jingle, den du jahrelang für dich selbst singen wirst. Ein recycelter Twitter-Witz von vor zwei Monaten. Ein Musiker, dessen ganze Sache Gegenkultur ist, der kontrakulturell sagt, man solle bei Wells Fargo bankieren. Das "Zoom Zoom"-Kind, aber das Bit ist, dass er jetzt erwachsen ist.	yes
Biden DOJ 'Doesn't Want an Armed Citizenry'	Biden DOJ will keine bewaffnete Staatsbürgerschaft	yes
Rep. Andrew Clyde (R-GA) sat down with Breitbart News on Thursday and discussed his plans to block the ATF pistol brace rule and his conviction that the Biden Department of Justice "doesn't want an armed citizenry" in the first place. Clyde made clear his opposition to the pistol brace rule. His reasons for that opposition include both general objections and more specific ones. Generally, he expressed his conviction that our Founding Fathers did not set forth a plan of governance that included federal agencies making laws in place of the legislature. He said, "The Justice Department is there to enforce the law, not to make the law. When you have the executive branch making the law and enforcing the law, then you have have a king, and a kingdom. Our Founders did not call for a king and they did not lay out a kingdom in the Constitution of the United States." Clyde then moved to specifics regarding the pistol brace rule and expressed his concern that the rule is part of a greater ATF push to acquire broader registration of firearms. He noted, "What the ATF wants is they want to increase the registration database for the National Firearms Act. They want to register people across the country because, as we know, what comes before confiscation is registration. And confiscation, in my opinion, is the ultimate goal, because this Justice Department doesn't want an armed citizenry." He added, "But this Justice Department wants a registered citizenry, so they know who's got what, so they can come after us."	Der Abgeordnete Andrew Clyde (R-GA) setzte sich am Donnerstag mit Breitbart News zusammen und diskutierte seine Pläne, die ATF-Pistolenspangenregel zu blockieren und seine Überzeugung, dass das Biden-Justizministerium "keine bewaffneten Bürger" überhaupt will. Clyde machte deutlich, dass er gegen die Pistolenstützregel war. Zu seinen Gründen für diese Opposition gehören sowohl allgemeine als auch spezifischere Einwände. Im Allgemeinen drückte er seine Überzeugung aus, dass unsere Gründerväter keinen Regierungsplan aufgestellt haben, der Bundesbehörden einschließt, Gesetze anstelle der Legislative zu erlassen. Er sagte: "Das Justizministerium ist da, um das Gesetz durchzusetzen, nicht um das Gesetz zu erlassen. Wenn Sie die Exekutive haben, die das Gesetz macht und das Gesetz durchsetzt, dann haben Sie einen König und ein Königreich. Unsere Gründer haben keinen König gefordert und kein Königreich in der Verfassung der Vereinigten Staaten festgelegt. " Clyde ging dann zu Einzelheiten bezüglich der Pistolenstütze-Regel und äußerte seine Besorgnis darüber, dass die Regel Teil eines größeren ATF-Drucks ist, eine breitere Registrierung von Schusswaffen zu erwerben. Er bemerkte: "Was die ATF will, ist, dass sie die Registrierungsdatenbank für das National Firearms Act erhöhen wollen. Sie wollen Menschen im ganzen Land registrieren, weil, wie wir wissen, was vor der Beschlagnahme kommt, die Registrierung ist. Und die Beschlagnahme ist meiner Meinung nach das ultimative Ziel, denn dieses Justizministerium will keine bewaffneten Bürger. " Er fügte hinzu: "Aber dieses Justizministerium will eine registrierte Bürgerschaft, damit sie wissen, wer was hat, damit sie hinter uns her kommen können."	yes
Clyde's contention is that the ATF pistol brace rule was born in this environment of hostility toward the Second Amendment and toward private gun ownership, and he plans to fight it tooth and nail. He said he has "three tools" with which to fight the rule. The first of those tools is the SHORT Act and the second is the Congressional Review Act.	Clydes Behauptung ist, dass die ATF-Pistolenstützregel in diesem Umfeld der Feindseligkeit gegenüber dem Zweiten Änderungsantrag und dem privaten Waffenbesitz geboren wurde, und er plant, sie mit Zahn und Nagel zu bekämpfen. Er sagte, er habe "drei Werkzeuge", mit denen er gegen die Regel kämpfen kann. Das erste dieser Instrumente ist das SHORT Act und das zweite das Congressional Review Act.	no
On January 30 Breitbart News quoted Clyde outlining his plan to "reintroduce the Stop Harassing Owners of Rifles Today Act, or the SHORT Act, to repeal elements of the National Firearms Act, thereby prohibiting the ATF from registering and banning pistols with stabilizing braces." He also noted that he would "introduce a resolution of disapproval under the Congressional Review Act, to override the Biden administration's unlawful overreach." Both acts, the SHORT Act and the Congressional Review Act, have the possibility of blocking the ATF pistol brace rule. But as Clyde told Breitbart News Thursday, the great challenge is that both of those routes will ultimately require President Biden's signature, either to enact the SHORT Act legislation or to finalize a resolution of disapproval under the Congressional Review Act.	Am 30.Januar zitierte Breitbart News Clyde, der seinen Plan skizzierte, "das Stop Harassing Owners of Rifles Today Act oder das SHORT Act wieder einzuführen, um Elemente des National Firearms Act aufzuheben und damit der ATF zu verbieten, Pistolen mit stabilisierenden Zahnspangen zu registrieren und zu verbieten." Er wies auch darauf hin, dass er "eine Resolution der Ablehnung nach dem Congressional Review Act einführen werde, um die rechtswidrige Überreichung der Biden-Regierung außer Kraft zu setzen". Beide Gesetze, das SHORT Act und das Congressional Review Act, haben die Möglichkeit, die ATF Pistolenstützregel zu blockieren. Aber wie Clyde Breitbart News am Donnerstag sagte, besteht die große Herausforderung darin, dass beide Routen letztendlich die Unterschrift von Präsident Biden erfordern werden, entweder um die Gesetzgebung des SHORT Act zu erlassen oder eine Resolution der Ablehnung nach dem Congressional Review Act abzuschließen.	no
He made clear that getting Biden's signature is not an impossibility, as there are ways; for instance, the SHORT Act legislation could be added to other, larger bills that Democrats are very anxious to pass. However, Clyde indicated there is also a third way to block the ATF pistol brace rule. He said: "I'm on the Appropriations Committee and we can defund this pistol brace rule, through what is called a limitation amendment. We can literally defund this rule and basically say, "No money may be spent executing or enforcing this particular pistol brace rule." And we can also do the very same thing with the ATF receiver/frame rule, from last August. I think both of them need to be defunded and I look forward to working with our appropriators to do it.	Er machte deutlich, dass Bidens Unterschrift nicht unmöglich ist, da es Möglichkeiten gibt; Zum Beispiel könnte die SHORT Act Gesetzgebung zu anderen, größeren Gesetzen hinzugefügt werden, die Demokraten sehr bestrebt sind, zu verabschieden. Clyde wies jedoch darauf hin, dass es auch einen dritten Weg gibt, die ATF-Pistolenstützregel zu blockieren. Er sagte: "Ich bin im Haushaltsausschuss und wir können diese Pistolenspangenregel durch eine sogenannte Beschränkungsänderung entschärfen. Wir können diese Regel buchstäblich entschärfen und im Grunde sagen: "Kein Geld darf ausgegeben werden, um diese spezielle Pistolenstützregel umzusetzen oder durchzusetzen." Und dasselbe können wir auch mit der ATF-Empfänger-/Frame-Regel vom vergangenen August tun. Ich denke, beide müssen entschädigt werden, und ich freue mich darauf, mit unseren Aneignern zusammenzuarbeiten.	no
We Hope' Biden Has a Plan for Handling Title 42 Ending, 'If They Do, They Haven't Shared It Fully'	Wir hoffen, dass Biden einen Plan hat, Titel 42 zu behandeln und zu beenden: "Wenn sie es tun, haben sie es nicht vollständig geteilt"	yes
On Friday's edition of NBC's "MTP Now," Colorado Gov. Jared Polis (D) said that he has "a lot of concern" over what will happen when Title 42 ends in May, he hopes the Biden administration has a plan for when the policy ends, and that "If they do, they haven't shared it fully with us yet." And said that "we've said, you need a plan. We want them to vet it with us."	In der Freitagsausgabe von NBC "MTP Now" sagte Colorado Gouverneur Jared Polis (D), dass er "viel Besorgnis" darüber habe, was passieren wird, wenn Titel 42 im Mai endet, er hofft, dass die Biden-Regierung einen Plan hat, wann die Politik endet, und dass "Wenn sie es tun, haben sie es noch nicht vollständig mit uns geteilt." Und sagte: "Wir haben gesagt, Sie brauchen einen Plan. Wir wollen, dass sie ihn mit uns überprüfen."	yes
Polis stated that he wishes that more time was spent on the issue of immigration during the meeting of governors at the White House, but the issue "came up." We did have Secretary Mayorkas there for part of it. And so, we brought up, again, there's a lot of concern I share about what will happen when Title 42 ends in May and so, making sure that the federal government has a plan. We hope they do. If they do, they haven't shared it fully with us yet. But we've said, you need a plan. We want them to vet it with us. We want to make sure it's not what we experienced in December times five or times three, that would be a disaster for the country and it would be terrible for the Biden administration.	Polis erklärte, er wünschte, dass während des Treffens der Gouverneure im Weißen Haus mehr Zeit für das Thema Einwanderung verbracht werde, aber das Thema "kam auf". Wir hatten Sekretär Mayorkas für einen Teil davon. Und so haben wir wieder einmal angesprochen, dass ich viel Besorgnis darüber teile, was passieren wird, wenn Titel 42 im Mai endet und so sicherstellen wird, dass die Bundesregierung einen Plan hat. Wir hoffen, dass sie es tun. Wenn ja, haben sie es noch nicht vollständig mit uns geteilt. Aber wir haben gesagt, Sie brauchen einen Plan. Wir wollen, dass sie es mit uns überprüfen. Wir wollen sicherstellen, dass es nicht das ist, was wir im Dezember fünf- oder dreimal erlebt haben, das wäre eine Katastrophe für das Land und es wäre schrecklich für die Biden-Regierung.	yes
McDonald's withdraws "tasteless" advert near crematorium - RT World News	McDonald's zieht "geschmacklose" Anzeige in der Nähe von Krematorium zurück	yes
McDonald's has apologized after an advertisement for the fast-food chain's "McCrispy" burger was placed close to a crematorium in the UK - although some locals did see the funny side. The restaurant chain has pledged to remove the offending advertising hoarding following complaints from residents of Truro in the UK county of Cornwall. It had gained attention on social media on Friday for being placed on a busy road directly opposite an establishment which offers cremation services. The brightly lit advert, which was placed directly behind a sign pointing to the crematorium, was branded as "tasteless" by some angry locals. "Although I can see the funny side, it is tasteless and I'm sure some grieving family members won't like to see it when visiting Penmount for the funeral and cremation of a loved one," said a resident whose mother-in-law was cremated at the funeral home last year, as quoted by British media.	McDonald's hat sich entschuldigt, nachdem eine Werbung für den Burger "McCrispy" der Fast-Food-Kette in der Nähe eines Krematoriums in Großbritannien platziert wurde, obwohl einige Einheimische die lustige Seite sahen. Die Restaurantkette hat zugesagt, das beleidigende Werbehorten nach Beschwerden von Bewohnern von Truro in der britischen Grafschaft Cornwall zu entfernen. Es hatte am Freitag in den sozialen Medien Aufmerksamkeit erregt, weil es auf einer belebten Straße direkt gegenüber einem Establishment platziert wurde, das Einäscherungsdienste anbietet. Die hell beleuchtete Anzeige, die direkt hinter einem Schild platziert wurde, das auf das Krematorium verweist, wurde von einigen wütenden Einheimischen als "geschmacklos" gebrandmarkt. "Obwohl ich die lustige Seite sehen kann, ist sie geschmacklos und ich bin sicher, dass einige trauernde Familienmitglieder sie nicht gerne sehen werden, wenn sie Penmount zur Beerdigung und Einäscherung eines geliebten Menschen besuchen", sagte eine Bewohnerin, deren Schwiegermutter letztes Jahr im Bestattungsinstitut eingeäschert wurde, wie von britischen Medien zitiert.	yes
However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by "how long ago you followed the crematorium sign wearing a black tie." One person said they "fell off the chair laughing" when they spotted the advert online, while it was also noted by another local that it was "no worse" than the council's decision to entertain the idea of allowing a crematorium to be built "next door to a retirement village."	Allerdings war nicht jeder so beleidigt über die unglückliche Platzierung der Anzeige, wobei einer bemerkte, dass die Reaktion einer Person darauf wahrscheinlich beeinflusst werden würde, "wie lange Sie vor dem Krematoriumsschild mit schwarzer Krawatte folgten". Eine Person sagte, sie seien "lachend vom Stuhl gefallen", als sie die Anzeige online sahen, während es auch von einem anderen Einheimischen bemerkt wurde, dass es "nicht schlimmer" sei als die Entscheidung des Rates, die Idee zu unterhalten, ein Krematorium neben einem Ruhestandsdorf zu bauen."	yes
A statement issued by McDonald's was published by local media on Friday soon after an image of the advertisement went viral online, in which the restaurant chain said it would remove the advert as soon as possible. "We were unaware of the road sign in the vicinity of this bus stop. However, in light of the concerns raised by CornwallLive, we have asked for our advertisement to be removed," the fast-food brand said. Cornwall Council, which operates both the crematorium and the bus shelter which displays the advert, declined the comment on the furor when contacted by local media.	Eine Erklärung von McDonald's wurde am Freitag von lokalen Medien veröffentlicht, kurz nachdem ein Bild der Anzeige online viral wurde, in dem die Restaurantkette sagte, sie werde die Anzeige so schnell wie möglich entfernen. "Wir waren uns des Straßenschildes in der Nähe dieser Bushaltestelle nicht bewusst, aber angesichts der Bedenken von CornwallLive haben wir darum gebeten, unsere Werbung zu entfernen", sagte die Fast-Food-Marke. Cornwall Council, der sowohl das Krematorium als auch die Busunterkunft betreibt, die die Anzeige anzeigt, lehnte den Kommentar zu der Wut ab, als er von lokalen Medien kontaktiert wurde.	yes
Gut instinct' missing woman is not in river	Die vermisste Frau des Bauchinstinkts ist nicht im Fluss	yes
Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his "gut instinct" is that she is not in the river. Lancashire Police said officers are keeping an "open mind" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre. The force is continuing to search the River Wyre towards the sea at Morecambe Bay, working on one hypothesis that the 45-year-old, from Inskip, could have fallen in. Their search has been aided by specialists and divers from HM Coastguard, mountain rescue, and Lancashire Fire and Rescue Service, with sniffer dogs, drones, and police helicopters deployed.	Die Suche nach der vermissten Engländerin Nicola Bulley ist an einem sechzehnten Tag eingetreten, nachdem ihr Partner sagte, sein "Instinkt" sei, dass sie nicht im Fluss sei. Die Polizei von Lancashire sagte, dass die Beamten einen "offenen Geist" behalten, während sie weiterhin um Informationen über Frau Bulley appellieren, die am 27.Januar verschwand, während sie ihren Hund in St Michael's auf Wyre spazierte. Die Truppe durchsucht weiterhin den Fluss Wyre in Richtung Meer in Morecambe Bay und arbeitet an einer Hypothese, in die der 45-Jährige aus Inskip gefallen sein könnte. Ihre Suche wurde von Spezialisten und Tauchern der HM Coastguard, Bergrettung und Lancashire Fire and Rescue Service unterstützt, wobei Schnüffelhunde, Drohnen und Polizeihubschrauber eingesetzt wurden.	yes
Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school. The mortgage adviser's phone was found on a bench overlooking the river, still connected to a work call. Her partner, Paul Ansell said he wants to keep "all options open" about her disappearance, but his "gut instinct" tells him she is not in the river. He described Ms Bulley as "fun," "loving," "the most loyal friend you could ever have" and an "exceptional mum" who "absolutely adores our girls." "She's just a pillar of strength to our family and without her, the hole is bigger than you can possibly imagine," he told 5 News.	Frau Bulley verschwand, als sie ihren Springer Spaniel Willow in der Nähe des Flusses spazierte, kurz nachdem sie ihre Töchter im Alter von sechs und neun Jahren in die Schule gebracht hatte. Das Telefon des Hypothekenberaters wurde auf einer Bank mit Blick auf den Fluss gefunden, die noch mit einem Arbeitsanruf verbunden war. Ihr Partner Paul Ansell sagte, er wolle "alle Optionen offen" über ihr Verschwinden halten, aber sein "Instinkt" sagt ihm, dass sie nicht im Fluss ist. Er beschrieb Frau Bulley als "lustig", "liebend", "die loyalste Freundin, die man je haben konnte" und eine "außergewöhnliche Mutter", die "unsere Mädchen absolut liebt". "Sie ist nur eine Säule der Stärke für unsere Familie und ohne sie ist das Loch größer, als man sich vorstellen kann", sagte er 5 News.	yes
Mr Ansell said that although the family is going through "unprecedented hell," hope that his partner will be found is "stronger than ever." Police have discounted foul play and are treating the incident as a missing person inquiry. On Thursday, the focus of their search switched from St Michael's to around 10 miles downstream where the river empties into the sea at Morecambe Bay, with patrol and rescue boats spotted in the area.	Herr Ansell sagte, dass, obwohl die Familie eine "beispiellose Hölle" durchmacht, die Hoffnung, dass sein Partner gefunden wird, "stärker denn je" sei. Die Polizei hat ein Verbrechen abgeraten und behandelt den Vorfall als Vermisstenuntersuchung. Am Donnerstag wechselte der Fokus ihrer Suche von St. Michael's auf etwa zehn Meilen flussabwärts, wo der Fluss in Morecambe Bay ins Meer entleert, wobei Patrouillen- und Rettungsboote in der Gegend entdeckt wurden.	yes
East Germany's last communist leader dies at 95	Ostdeutschlands letzter kommunistischer Führer stirbt um 95	yes
BERLIN (AP) - Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died. He was 95. Modrow died early Saturday, the Left party parliamentary group tweeted.	Hans Modrow, der während einer turbulenten Amtszeit, die mit der ersten und einzigen freien Wahl des Landes endete, als letzter kommunistischer Führer Ostdeutschlands diente, ist gestorben. Er war 95. Modrow starb am frühen Samstag, twitterte die linke Fraktion.	yes
Modrow, a reform-minded communist, took over East Germany shortly after the Berlin Wall fell and later invited opposition forces into the government, but could not slow the gathering momentum for German reunification. "The entire peaceful course of establishing German unity was precisely a special achievement of his," the Left wrote on Twitter."That will remain his political legacy." During 16 years as communist party chief in Dresden, starting in 1973, Modrow built a reputation as an anti-establishment figure. He rejected party perks and insisted on living in a normal apartment.	Modrow, ein reformorientierter Kommunist, übernahm kurz nach dem Fall der Berliner Mauer Ostdeutschland und lud später Oppositionskräfte in die Regierung ein, konnte aber die zunehmende Dynamik für die deutsche Wiedervereinigung nicht verlangsamen. "Der gesamte friedliche Weg, die deutsche Einheit zu etablieren, war genau eine besondere Leistung von ihm", schrieb die Linke auf Twitter. "Das wird sein politisches Erbe bleiben." Während der 16-jährigen Amtszeit als kommunistischer Parteichef in Dresden, beginnend im 1973, baute sich Modrow einen Ruf als Anti-Establishment-Figur auf. Er lehnte Partyvorteile ab und bestand darauf, in einer normalen Wohnung zu leben.	yes
A post in East Germany's top leadership eluded him until he was made prime minister, a position that previously carried little clout, in November 1989 - days after the fall of the Berlin Wall. When hard-line leader Egon Krenz and his ruling Politburo resigned in early December, Modrow emerged as East Germany's top political figure. But the communists could no longer call the shots on their own. The following month, he agreed to share power with the increasingly vocal opposition and moved up East Germany's landmark first free election to March 1990, amid growing unrest. Even as pro-democracy rallies rapidly took on a pro-unification flavor, the communists initially had opposed talk of reunification.	Ein Posten in Ostdeutschlands oberster Führung entkam ihm, bis er im November 1989, Tage nach dem Fall der Berliner Mauer, zum Premierminister ernannt wurde, eine Position, die zuvor wenig Einfluss hatte. Als der Hardline-Führer Egon Krenz und sein regierendes Politbüro Anfang Dezember zurücktraten, entwickelte sich Modrow zur führenden politischen Figur Ostdeutschlands. Aber die Kommunisten konnten nicht mehr alleine die Entscheidungen treffen. Im folgenden Monat stimmte er zu, die Macht mit der zunehmend lautstarken Opposition zu teilen und verlegte Ostdeutschlands erste freie Wahl auf März 1990er, inmitten wachsender Unruhen. Auch wenn demokratische Kundgebungen schnell einen Geschmack für die Vereinigung annahmen, hatten sich die Kommunisten zunächst gegen die Rede von Wiedervereinigung ausgesprochen.	yes
In February 1990, however, Modrow urged talks with West Germany toward an eventual "united fatherland" that would be independent of military blocs and governed by a joint parliament in Berlin. Modrow headed the election campaign of the restyled communists, the Party of Democratic Socialism, but his personal popularity was not enough to prevent them finishing as only the third-strongest party, with 16 percent support. The winner was an alliance of conservative parties that favored quick reunification and was backed by the government of West German leader Helmut Kohl.	Im Februar der 1990er Jahre drängte Modrow jedoch auf Gespräche mit Westdeutschland auf ein eventuelles "vereintes Vaterland", das unabhängig von Militärblöcken und von einem gemeinsamen Parlament in Berlin regiert würde. Modrow leitete den Wahlkampf der neu gestalteten Kommunisten, der Partei des Demokratischen Sozialismus, aber seine persönliche Popularität reichte nicht aus, um sie als drittstärkste Partei mit 16-Prozent-Unterstützung zu verhindern. Der Gewinner war ein Bündnis konservativer Parteien, die eine schnelle Wiedervereinigung befürworteten und von der Regierung des westdeutschen Führers Helmut Kohl unterstützt wurden.	no
