Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigem Protest vor britischem Flüchtlingshotel	yes
In 1995, a court convicted him of inciting the falsification of results in May 1989 local elections in Dresden. It handed him a nine-month suspended sentence and a fine. Modrow claimed that the trial was politically motivated and asserted that its outcome would aggravate divisions between east and west Germans. His attorney argued that he had made amends for previous injustices by overseeing free elections as prime minister.	1995 verurteilte ihn ein Gericht wegen Anstiftung zur Fälschung von Ergebnissen bei den Kommunalwahlen im Mai 1989 in Dresden. Es verurteilte ihn zu einer neunmonatigen Bewährungsstrafe und einer Geldstrafe. Modrow behauptete, der Prozess sei politisch motiviert und sein Ausgang würde die Spaltung zwischen Ost- und Westdeutschen verschärfen. Sein Anwalt argumentierte, er habe frühere Ungerechtigkeiten wieder gutgemacht, indem er als Premierminister freie Wahlen beaufsichtigt habe.	no
Later in life, Modrow served on the council of elders of the Left party. "Hans was a deeply sincere and combative socialist," tweeted Dietmar Bartsch, the chairman of the Left party parliamentary group. "Until old age he was an important adviser in our party, whose wisdom will be missed."	Später diente Modrow im Ältestenrat der Linkspartei. "Hans war ein zutiefst aufrichtiger und kämpferischer Sozialist", twitterte Dietmar Bartsch, der Vorsitzende der Bundestagsfraktion der Linkspartei. "Bis ins hohe Alter war er ein wichtiger Ratgeber in unserer Partei, dessen Weisheit man vermissen wird."	no
Indian govt withdraws appeal to hug cows on Valentine's Day after criticism	Indische Regierung zieht Aufruf zur Umarmung von Kühen am Valentinstag nach Kritik zurück	yes
Hugging a cow on Valentine's Day is no longer being encouraged by the Indian government - despite it previously asking people to do so to promote Hindu values. The Animal Welfare Board of India (AWBI) retracted its "Cow Hug Day" appeal after it attracted criticism from political rivals and social media users. The Indian government department had called on citizens to deviate from Western romantic gestures celebrated on Valentine's Day.	Das Umarmen einer Kuh am Valentinstag wird von der indischen Regierung nicht mehr gefördert - obwohl sie die Menschen zuvor dazu aufgefordert hat, hinduistische Werte zu fördern. Das Animal Welfare Board of India (AWBI) zog seinen Aufruf zum "Kuhumarmungstag" zurück, nachdem er von politischen Rivalen und Nutzern sozialer Medien kritisiert wurde. Das indische Regierungsministerium hatte die Bürger aufgefordert, von westlichen romantischen Gesten abzuweichen, die am Valentinstag gefeiert wurden.	yes
Nilanjan Mukhopadhyay, a political analyst, said the call to hug cows had been "absolutely crazy, defying logic." He added that the decision to withdraw the appeal was more "to prevent the politics of Hindutva [Hindu nationalism] from being ridiculed in the face of severe criticism from all quarters." The AWBI reneged on its appeal on Friday saying it "stands withdrawn." It was only on Wednesday when its statement read that "hugging cows [would] bring emotional richness and increase individual and collective happiness."	Nilanjan Mukhopadhyay, ein politischer Analyst, sagte, der Aufruf, Kühe zu umarmen, sei "absolut verrückt und widerspricht der Logik." Er fügte hinzu, dass die Entscheidung, die Berufung zurückzuziehen, eher dazu diene, "zu verhindern, dass die Politik des Hindutva [Hindu-Nationalismus] angesichts heftiger Kritik von allen Seiten lächerlich gemacht wird." Die AWBI hat am Freitag ihre Berufung abgelehnt und gesagt, dass sie " zurückgezogen "ist." Erst am Mittwoch hieß es in der Erklärung, dass "das Umarmen von Kühen emotionalen Reichtum bringen und das individuelle und kollektive Glück steigern würde."	yes
It added that the cow is the "backbone of Indian culture and rural economy... because of its nourishing nature like [a] mother." There were mixed reactions to the initial announcement as some posted videos of cows rejecting being hugged and charging off. Others wanted to clarify that the appeal was more for following one's own culture, as opposed to "blindly" following Western values.	Es fügte hinzu, dass die Kuh das "Rückgrat der indischen Kultur und der ländlichen Wirtschaft" sei... wegen seiner nährenden Natur wie [eine] Mutter." Es gab gemischte Reaktionen auf die erste Ankündigung, da einige Videos von Kühen gepostet haben, die es ablehnen, umarmt zu werden und loszustürmen. Andere wollten klarstellen, dass der Appell eher darin bestand, der eigenen Kultur zu folgen, als "blind" westlichen Werten zu folgen.	yes
Young Indians typically spend Valentine's Day crowding parks and restaurants, exchanging gifts and holding parties. Cow cuddling is nothing new either - with it being considered therapeutic in parts of the world, and in The Netherlands where it is known as "koe knuffelen." Devout Hindus worship the cow - known as gau mata, or "mother cow" - and most states in India have banned cow slaughter.	Junge Inder verbringen den Valentinstag normalerweise damit, Parks und Restaurants zu bevölkern, Geschenke auszutauschen und Partys zu veranstalten. Kuhkuscheln ist auch nichts Neues - es wird in Teilen der Welt als therapeutisch angesehen, und in den Niederlanden, wo es als "koe knuffelen" bekannt ist." Fromme Hindus verehren die Kuh - bekannt als Gau Mata oder " Mutterkuh " - und die meisten Bundesstaaten in Indien haben das Schlachten von Kühen verboten.	no
In recent years, certain Hindu hard-liners have raided shops selling Valentine's Day items, burned cards and gifts, and chased hand-holding couples out of restaurants and parks, insisting that the day goes against traditional values and promotes promiscuity. Hindu nationalist groups such as Shiv Sena and Bajrang Dal have said such raids help reassert a Hindu identity. Critics of Prime Minister Narendra Modi say his government has pushed a Hindu agenda, seeking the religion's supremacy in a secular nation known for its diversity. While Hindus comprise almost 80% of the nearly 1.4 billion people, Muslims, Christians, Sikhs, Buddhists and Jains account for most of the rest.	In den letzten Jahren haben bestimmte hinduistische Hardliner Geschäfte überfallen, in denen Valentinstagsartikel verkauft wurden, Karten und Geschenke verbrannt und händchen haltende Paare aus Restaurants und Parks gejagt, wobei sie darauf bestanden, dass der Tag gegen traditionelle Werte verstößt und Promiskuität fördert. Hindu-nationalistische Gruppen wie Shiv Sena und Bajrang Dal sagten, solche Razzien würden dazu beitragen, eine hinduistische Identität wiederherzustellen. Kritiker von Premierminister Narendra Modi sagen, seine Regierung habe eine hinduistische Agenda vorangetrieben und die Vorherrschaft der Religion in einer säkularen Nation angestrebt, die für ihre Vielfalt bekannt ist. Während Hindus fast 80% der fast 1,4 Milliarden Menschen ausmachen, machen Muslime, Christen, Sikhs, Buddhisten und Jains den größten Teil des Restes aus.	no
Pedestrian dies in hospital after crash with car in Cowdenbeath as man arrested	Fußgänger stirbt im Krankenhaus nach Unfall mit Auto in Cowdenbeath, als Mann verhaftet wird	yes
A pedestrian has died following a collision with a car in Fife. The 38-year-old female was rushed to Victoria Hospital in Kirkcaldy following the crash on Broad Street in Cowdenbeath on Friday around 1.30pm. A 24-year-old man has subsequently been arrested in connection with the crash. Police are appealing for any witnesses or anyone with dash-cam footage to come forward. Sergeant Lee Walkingshaw said: "Our enquiries are ongoing and we are appealing for anyone who was in the area and who witnessed the crash to get in touch." I would also appeal to anyone who was driving in the area and who may have dash-cam footage which could assist our investigation to contact us. "Anyone who can help is asked to call Police Scotland on 101, quoting incident number 1638 of Friday, February 10, 2023."	Ein Fußgänger ist nach einer Kollision mit einem Auto in Fife gestorben. Die 38-jährige Frau wurde nach dem Unfall auf der Broad Street in Cowdenbeath am Freitag gegen 1.30Uhr ins Victoria Hospital in Kirkcaldy gebracht. Ein 24-jähriger Mann wurde anschließend im Zusammenhang mit dem Absturz festgenommen. Die Polizei appelliert an Zeugen oder Personen mit Dash-Cam-Aufnahmen, sich zu melden. Sergeant Lee Walkingshaw sagte: "Unsere Ermittlungen dauern an und wir appellieren an jeden, der in der Gegend war und Zeuge des Absturzes wurde, sich zu melden." Ich würde auch an jeden appellieren, der in der Gegend gefahren ist und möglicherweise Dash-Cam-Aufnahmen hat, die unsere Ermittlungen unterstützen könnten, um uns zu kontaktieren. "Jeder, der helfen kann, wird gebeten, die schottische Polizei unter der Nummer 101 unter Angabe der Vorfallsnummer 1638 vom Freitag, dem 10.Februar 2023, anzurufen."	yes
IN NUMBERS: The Oslo boroughs where the most foreigners live	IN ZAHLEN: Die Osloer Bezirke, in denen die meisten Ausländer leben	yes
Roughly 177,000 of Oslo's 634,000's residents have immigrated to Norway from other countries. When you include those born in Oslo to foreign parents, the proportion of those who are immigrants or have an immigrant background rises to more than a third. In Oslo, citizens from Asia, including Turkey, made up the largest immigrant group, with over 62,985 of these nationals living in the city, according to figures from the national data agency Statistics Norway (SSB). After that, citizens from the EU, EEA and the UK made up the second largest group, accounting for not far off 10 percent of the city's population.	Rund 177.000 der 634.000 Einwohner Oslos sind aus anderen Ländern nach Norwegen eingewandert. Wenn Sie diejenigen einbeziehen, die in Oslo von ausländischen Eltern geboren wurden, steigt der Anteil derjenigen, die Einwanderer sind oder einen Migrationshintergrund haben, auf mehr als ein Drittel. In Oslo bildeten Bürger aus Asien, einschließlich der Türkei, die größte Einwanderergruppe, von denen nach Angaben der nationalen Datenagentur Statistics Norway (SSB) über 62.985 in der Stadt lebten. Danach bildeten Bürger aus der EU, dem EWR und dem Vereinigten Königreich die zweitgrößte Gruppe und machten nicht weit 10 Prozent der Stadtbevölkerung aus.	yes
Africans made up the third largest group of immigrants in Oslo, with 28,020 people from Africa living in Oslo. Europeans from countries that aren't part of the UK, EU or EEA were the fourth largest group, accounting for 15,566 Oslo residents. From here, the size of the groups drops significantly. For example, there were just shy of 7,000 citizens from South American countries in 2022, while there was a smidge over 3,000 nationals hailing from North and Central America. Meanwhile, there were less than 700 people from Oceania in Oslo.	Afrikaner bildeten die drittgrößte Gruppe von Einwanderern in Oslo, mit 28.020 Menschen aus Afrika, die in Oslo lebten. Europäer aus Ländern, die nicht zu Großbritannien, der EU oder dem EWR gehören, waren mit 15.566 Einwohnern von Oslo die viertgrößte Gruppe. Ab hier sinkt die Größe der Gruppen deutlich. Zum Beispiel gab es im Jahr 2022 nur knapp 7,000 Bürger aus südamerikanischen Ländern, während über 3,000 Staatsangehörige aus Nord- und Mittelamerika stammten. Inzwischen waren weniger als 700 Menschen aus Ozeanien in Oslo.	yes
Alna, in the northeast of the city, was the borough with the most foreign residents. Some 18,257 foreign residents were registered as living there in 2022. Afterwards, trendy Grünerløkka, located reasonably centrally, had the second highest number of foreign residents, with 17,631. Gamle Oslo also had a significant immigrant population, with 17,631 people living there after moving from another country.	Alna, im Nordosten der Stadt, war der Bezirk mit den meisten ausländischen Einwohnern. Im Jahr 2022 waren dort rund 18.257 ausländische Einwohner registriert. Danach hatte das trendige Grünerløkka, das einigermaßen zentral gelegen ist, mit 17.631 die zweithöchste Anzahl ausländischer Einwohner. Gamle Oslo hatte auch eine bedeutende Einwandererbevölkerung, mit 17.631 Menschen, die dort lebten, nachdem sie aus einem anderen Land umgezogen waren.	no
Statistics Norway's figures showed that foreigners were scattered all over the city's districts, as Søndre Nordstrand, the borough furthest south in Oslo, had over 14,000 immigrants registered there. Many immigrants also lived in sought-after areas, as Frogner was the district with the fifth most foreigners. After that, Stovner, Bjerke, Grorud, Østensjø and Sagene made up the rest of the ten districts in Oslo with the most residents from another country.	Die Zahlen von Statistics Norway zeigten, dass Ausländer über alle Stadtteile verstreut waren, da in Søndre Nordstrand, dem südlichsten Stadtteil Oslos, über 14.000 Einwanderer registriert waren. Viele Einwanderer lebten auch in begehrten Gegenden, da Frogner der Bezirk mit den fünftmeisten Ausländern war. Danach bildeten Stovner, Bjerke, Grorud, Østensjø und Sagene den Rest der zehn Bezirke in Oslo mit den meisten Einwohnern aus einem anderen Land.	no
At the other end of the spectrum, just 184 foreign residents called Marka home, and just over 700 lived in the city's central borough. Ullern, Vestre Aker and Nordstrand made up the other boroughs with the fewest foreign residents. However, these boroughs had significantly more immigrants living there than in central Oslo and Marka. Those from EU and EEA countries and those from the United Kingdom mostly lived in Frogner, Grünerløkka, Gamle Oslo and St. Hanshaugen. Meanwhile, while plenty of citizens from Asia, including Turkey, also resided in Game Oslo (5,837), the majority were registered as living in the boroughs of Alna, Stovner and Søndre Nordstrand.	Am anderen Ende des Spektrums nannten nur 184 ausländische Einwohner Marka ihr Zuhause, und etwas mehr als 700 lebten im zentralen Stadtteil der Stadt. Ullern, Vestre Aker und Nordstrand bildeten die anderen Bezirke mit den wenigsten ausländischen Einwohnern. In diesen Bezirken lebten jedoch deutlich mehr Einwanderer als im Zentrum von Oslo und Marka. Diejenigen aus EU- und EWR-Ländern und diejenigen aus dem Vereinigten Königreich lebten hauptsächlich in Frogner, Grünerløkka, Gamle Oslo und St. Hanshaugen. Während viele Bürger aus Asien, einschließlich der Türkei, auch in Game Oslo wohnten (5.837), war die Mehrheit in den Bezirken Alna, Stovner und Søndre Nordstrand registriert.	no
Gamle Oslo and Alna were the two parts of the city where the largest number of immigrants from Africa lived, along with Stovner, Grünerløkka and Søndre Norstrand. Those from North America were spread fairly evenly across Frogner, Grünerløkka, Gamle Oslo, Vestre Aker and Nordre Aker. Citizens from South and Central America were most commonly found in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen and Sagene. Europeans from outside the EU, EEA and UK tended to live in the town's most central borough, Ullern, Vestre Aker, Nordre Aker and Stovner. And finally, of the several hundred nationals from Oceania, Frogner, Grünerløkka and Gamle Oslo were the boroughs with the highest populations of these nationals.	Gamle Oslo und Alna waren die beiden Stadtteile, in denen neben Stovner, Grünerløkka und Søndre Norstrand die meisten Einwanderer aus Afrika lebten. Die aus Nordamerika verteilten sich ziemlich gleichmäßig auf Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker. Bürger aus Süd- und Mittelamerika waren am häufigsten in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen und Sagene anzutreffen. Europäer von außerhalb der EU, des EWR und des Vereinigten Königreichs lebten in der Regel im zentralsten Stadtteil der Stadt, Ullern, Vestre Aker, Nordre Aker und Stovner. Und schließlich waren Frogner, Grünerløkka und Gamle Oslo von den mehreren hundert Staatsangehörigen aus Ozeanien die Bezirke mit der höchsten Bevölkerungszahl dieser Staatsangehörigen.	no
Zimbabwe to Start Operating New Coal Power Unit by March	Simbabwe nimmt bis März neues Kohlekraftwerk in Betrieb	yes
BENGALURU (Reuters) - Zimbabwe will start operating a new unit at its only coal-fired power plant by March, says the country's deputy energy minister, providing relief to millions of citizens rocked by frequent power outages in recent months. The new unit of the Hwange power plant will lift the African nation's installed capacity by more than 14% to 2400 megawatts. The next unit is expected to be commissioned soon after, Magna Mudyiwa said, without giving a timeline.	BENGALURU (Reuters) - Simbabwe wird bis März eine neue Einheit in seinem einzigen Kohlekraftwerk in Betrieb nehmen, sagt der stellvertretende Energieminister des Landes und entlastet Millionen von Bürgern, die in den letzten Monaten von häufigen Stromausfällen erschüttert wurden. Der neue Block des Kraftwerks Hwange wird die installierte Leistung des afrikanischen Landes um mehr als 14% auf 2400 Megawatt steigern. Die nächste Einheit wird voraussichtlich bald danach in Betrieb genommen, sagte Magna Mudyiwa, ohne einen Zeitplan anzugeben.	yes
Less than half of Zimbabwe's 16 million citizens have access to electricity, and a global squeeze on funding new coal-fired capacity has limited the country's ability to plug chronic power cuts that have lasted as long as 18 hours in recent days. "We have the capacity to generate up to 2100 megawatts (MW) from our power sources but at the moment we're generating far less than that..about 1000MW," Mudyiwa told Reuters. "But our demand for electricity is about 1700MW so we have a serious deficit," she said. Deficient rainfall has led to a decline in hydropower generation, while the efficiency of the sole, decades-old coal-fired utility has dipped sharply over time while power demand has surged in recent years due to higher mining and agricultural activity. The International Monetary Fund counts electricity shortages as one of the major factors weighing on Zimbabwe's growth prospects. Lack of funding for coal-fired power is driving the mining and agriculture-dependent economy to import costly power from regional neighbors including Zambia and Mozambique.	Weniger als die Hälfte der 16 Millionen Bürger Simbabwes hat Zugang zu Elektrizität, und ein globaler Engpass bei der Finanzierung neuer Kohlekraftwerke hat die Fähigkeit des Landes eingeschränkt, chronische Stromausfälle zu stopfen, die in den letzten Tagen bis zu 18 Stunden gedauert haben. "Wir haben die Kapazität, bis zu 2100 Megawatt (MW) aus unseren Stromquellen zu erzeugen, aber im Moment erzeugen wir weit weniger..ungefähr 1000 MW ", sagte Mudyiwa gegenüber Reuters. "Aber unser Strombedarf liegt bei etwa 1700 MW, also haben wir ein ernstes Defizit", sagte sie. Mangelhafte Niederschläge haben zu einem Rückgang der Wasserkrafterzeugung geführt, während die Effizienz des einzigen, jahrzehntealten Kohlekraftwerks im Laufe der Zeit stark zurückgegangen ist, während der Strombedarf in den letzten Jahren aufgrund höherer Bergbau- und Landwirtschaftsaktivitäten stark gestiegen ist. Der Internationale Währungsfonds zählt Stromknappheit als einen der Hauptfaktoren für die Wachstumsaussichten Simbabwes. Mangelnde Finanzierung für Kohlekraft treibt die von Bergbau und Landwirtschaft abhängige Wirtschaft dazu, teuren Strom von regionalen Nachbarn wie Sambia und Mosambik zu importieren.	yes
The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.	Die gehackte Version von Jedi Knight stürzte ab, weil sie eine Funktion am Ende einer vtable aufruft.	yes
Turns out is was presuming that calling IDirect3D::CreateViewport() would return an IDirect3DViewport3, which has additional methods tacked onto the end compared to an IDirect3DViewport, which is what I've implemented.	Es stellte sich heraus, dass davon ausgegangen wurde, dass der Aufruf von IDirect3D :: CreateViewport () einen IDirect3DViewport3 zurückgeben würde, an dessen Ende zusätzliche Methoden angeheftet sind, verglichen mit einem IDirect3DViewport, was ich implementiert habe.	yes
To me, this is a pretty big assumption because it is only creating the viewport using a Direct3D object, not a Direct3D3 object.	Für mich ist dies eine ziemlich große Annahme, da das Ansichtsfenster nur mit einem Direct3D-Objekt und nicht mit einem Direct3D3-Objekt erstellt wird.	yes
Now, I get that in practice, IDirectXObject2 is typically a proper superset of IDirectXObject, with no changed function signatures, and new methods only added to the end. But this is not universally true; for those cases it matters what interface you are using to create the object in question.	Jetzt verstehe ich, dass IDirectXObject2 in der Praxis normalerweise eine richtige Obermenge von IDirectXObject ist, ohne geänderte Funktionssignaturen und neue Methoden erst am Ende hinzugefügt werden. Dies ist jedoch nicht allgemein zutreffend; In diesen Fällen ist es wichtig, welche Schnittstelle Sie zum Erstellen des betreffenden Objekts verwenden.	yes
So anyway, since it does hold true here, to fix it I had to extend my viewport implementation to contain the IDirect3DViewport3 methods so that the call to the new one was valid.	Da dies hier zutrifft, musste ich meine Ansichtsfensterimplementierung um die IDirect3DViewport3-Methoden erweitern, damit der Aufruf der neuen gültig war, um das Problem zu beheben.	yes
Suppose for the sake of argument that science at least in part consists of lists of objectively factual statements about the world, true apart from any theory they might support. Even if it's true that such facts exist in science it's still possible to argue that scientific facts are theory-laden.	Nehmen wir zum Zwecke der Beweisführung an, dass die Wissenschaft zumindest teilweise aus Listen objektiv sachlicher Aussagen über die Welt besteht, die unabhängig von jeder Theorie, die sie unterstützen könnten, wahr sind. Selbst wenn es stimmt, dass solche Fakten in der Wissenschaft existieren, ist es immer noch möglich zu argumentieren, dass wissenschaftliche Fakten theoriegeladen sind.	yes
Scientific facts result from experiments. The experiments don't create the facts on this reading, but the choice of which experiments to conduct controls which facts are discovered. Some facts, e.g. about subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.	Wissenschaftliche Fakten ergeben sich aus Experimenten. Die Experimente schaffen nicht die Fakten zu dieser Lektüre, sondern die Wahl der Experimente, die durchgeführt werden sollen, steuert, welche Fakten entdeckt werden. Einige Fakten, z. B. über subatomare Teilchen, können nur aus Experimenten resultieren, die selbst nur im Kapitalismus möglich sind, weil sie zu viele Ressourcen, zu viel Organisation, zu viel Zwang erfordern, um sie anderweitig durchzuführen.	yes
This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.	Dies ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten. Es ist * kein * Argument für die Existenz objektiver wissenschaftlicher Fakten, an die ich nicht glaube.	yes
Going to be my first project car.	Es wird mein erstes Projektauto sein.	yes
Picking this up this weekend. I was looking for a good first car guy car; and I really love the 80s aesthetic. Already on coil overs and lowered ride height. I've done a little research but I would love if anyone has any info about this car. Personal experiences? I know they're not fast compared	Abholung dieses Wochenendes. Ich war auf der Suche nach einem guten Auto für Erstklässler. und ich liebe die Ästhetik der 80er Jahre wirklich. Bereits auf Gewindefahrwerken und abgesenktem Fahrniveau. Ich habe ein wenig recherchiert, aber ich würde mich freuen, wenn jemand Informationen über dieses Auto hat. Persönliche Erfahrungen? Ich weiß, dass sie im Vergleich nicht schnell sind	yes
#Venting into the Fediverse time. The Domestic Partner and I went to the liquor store tonight for some beers and a bottle of bub. When we went to check out, the cashier is a fairly obvious #trans woman. Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as "making me look like a neo-nazi". Her body immediately stiffened and there was this look of fear in her eyes.	#Entlüftung in die Fediverse Zeit. Der Lebenspartner und ich gingen heute Abend in den Spirituosenladen, um ein paar Bier und eine Flasche Bub zu trinken. Als wir auscheckten, war die Kassiererin eine ziemlich offensichtliche #Transfrau. Ich, in Boardshorts und einem Frauenklopfer, und die Lebenspartnerin, alle zerfetzt und mit einer neuen Frisur, die er selbst als "mich wie einen Neonazi aussehen lässt" bezeichnete. Ihr Körper versteifte sich sofort und in ihren Augen lag dieser Ausdruck der Angst.	yes
And then we just... paid for our stuff. And said thank you. And I said her nails looked cool. The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.	Und dann haben wir einfach... für unsere Sachen bezahlt. Und sagte Danke. Und ich sagte, ihre Nägel sahen cool aus. Das Lächeln der Erleichterung auf ihrem Gesicht war ein großartiges Gefühl, aber die Tatsache, dass sie zuerst Angst hatte, ist SCHEIßE UND ICH HASSE ES.	yes
This is the stupidest timeline and I hate it dot com.	Dies ist die dümmste Zeitleiste und ich hasse sie dot com.	yes
Nothing stops Donald Trump from running for president while under indictment, after being convicted, or even from within a prison cell. If elected, he would undoubtedly pardon himself to get out of prison.	Nichts hindert Donald Trump daran, unter Anklage, nach einer Verurteilung oder sogar aus einer Gefängniszelle heraus für das Präsidentenamt zu kandidieren. Wenn er gewählt würde, würde er sich zweifellos begnadigen, um aus dem Gefängnis zu kommen.	yes
But he can't pardon himself out of state prison. It takes the state's governor. The two states involved are New York and Georgia. The latter's Governor Kemp will undoubtedly pardon Trump if convicted or even indicted by Fulton County DA Fannie Willis. NY is the best hope for accountability	Aber er kann sich nicht aus dem Staatsgefängnis begnadigen. Es braucht den Gouverneur des Staates. Die beiden beteiligten Staaten sind New York und Georgia. Dessen Gouverneur Kemp wird Trump zweifellos begnadigen, wenn er von Fulton County DA Fannie Willis verurteilt oder sogar angeklagt wird. NY ist die beste Hoffnung auf Rechenschaftspflicht	yes
There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning. In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario. In particular, we demonstrate that pressure to minimise the vocabulary size is sufficient for such emergence. At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings. We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end. Consistent with common assumptions, the sender's awareness of the context appears to be required for contextual communication. We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts. The model developed in this work is a demonstration of how signals may be ambiguous out of context, but still allow for near-perfect communication accuracy.	Es gibt signifikante Beweise dafür, dass die Kommunikation in der realen Welt nicht auf das Senden von Signalen mit kontextunabhängiger Bedeutung reduziert werden kann. In dieser Arbeit, die auf einer Variante des klassischen Lewis (1969) -Signalmodells basiert, untersuchen wir die Bedingungen für die Entstehung kontextabhängiger Kommunikation in einem situierten Szenario. Insbesondere zeigen wir, dass der Druck, die Vokabulargröße zu minimieren, für eine solche Entstehung ausreicht. Gleichzeitig untersuchen wir die Umweltbedingungen und kognitiven Fähigkeiten, die eine kontextuelle Disambiguierung von Symbolbedeutungen ermöglichen. Wir zeigen, dass Umgebungsbeschränkungen für die Referentenauswahl des Empfängers vom Absender einseitig ausgenutzt werden können, ohne dass auf Empfängerseite Disambiguierungsmöglichkeiten bestehen. In Übereinstimmung mit gängigen Annahmen scheint das Bewusstsein des Absenders für den Kontext für die kontextbezogene Kommunikation erforderlich zu sein. Wir schlagen vor, dass kontextabhängige Kommunikation ein situiertes vielschichtiges Phänomen ist, das entscheidend von Umwelteigenschaften wie der Verteilung von Kontexten beeinflusst wird. Das in dieser Arbeit entwickelte Modell ist eine Demonstration dafür, wie Signale außerhalb des Kontexts mehrdeutig sein können, aber dennoch eine nahezu perfekte Kommunikationsgenauigkeit ermöglichen.	yes
I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.	Ich habe es wirklich genossen, mich am Wochenende mit Penny und Nicholas von Ashanti Development über ihre Fortschritte zu unterhalten.	yes
Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming. Communities gain the knowledge to embed and support their own development.	Ashanti Development arbeitet seit fast 20 Jahren mit einer ständig wachsenden Anzahl von Gemeinden in der Ashanti-Region in Ghana zusammen, engagiert sich für Gemeinden und unterstützt sie bei Wasser- und Sanitärversorgung, Bildung, Gesundheitswesen, Baumpflanzung und Landwirtschaft. Gemeinschaften gewinnen das Wissen, um ihre eigene Entwicklung einzubetten und zu unterstützen.	yes
I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects. When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support. Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.	Ich hatte das Glück, 2011 ein unvergessliches halbes Jahr an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, war ich erfreut über die Fortschritte, insbesondere bei der Baumpflanzung und der Unterstützung der Farm. Tausende von Bäumen wurden gepflanzt und die Landwirte haben durch eine Reihe von Maßnahmen, von der Unterstützung beim Kauf von Ausrüstung bis hin zu Schulungen, höhere Ernteerträge erzielt.	yes
Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.	Nicholas arbeitet mit Landwirten zusammen, um den Einsatz von Pestiziden zu reduzieren und gleichzeitig Wege zu finden, um die durch den Klimawandel und Schädlinge wie den fallenden Heerwurm verursachten Probleme anzugehen, die Maispflanzen zerstören können.	yes
Photos from my visit to Ghana in 2011.	Fotos von meinem Besuch in Ghana im Jahr 2011.	yes
The UPS store near me won't allow me to write a label or write on the box. The must print the label.	Der UPS Store in meiner Nähe erlaubt mir nicht, ein Etikett zu schreiben oder auf die Schachtel zu schreiben. Das Etikett muss gedruckt werden.	yes
They won't allow me to tell them the address it's going to and who is shipping it.	Sie erlauben mir nicht, ihnen die Adresse mitzuteilen, an die es geht und wer es versendet.	yes
I have to email some random address, with unformatted data, so the clerk can read the email and enter it into their system to print a label.	Ich muss eine zufällige Adresse mit unformatierten Daten per E-Mail senden, damit der Angestellte die E-Mail lesen und in sein System eingeben kann, um ein Etikett zu drucken.	yes
And they always to charge me $2.25 for that "convenience".	Und sie berechnen mir immer 2,25 Dollar für diese "Bequemlichkeit".	yes
